frame,timestamp,CMC_pos_x,CMC_pos_y,CMC_pos_z,CMC_rot_x,CMC_rot_y,CMC_rot_z,CMC_rot_w,MCP_pos_x,MCP_pos_y,MCP_pos_z,MCP_rot_x,MCP_rot_y,MCP_rot_z,MCP_rot_w,IP_pos_x,IP_pos_y,IP_pos_z,IP_rot_x,IP_rot_y,IP_rot_z,IP_rot_w,Tip_pos_x,Tip_pos_y,Tip_pos_z,Tip_rot_x,Tip_rot_y,Tip_rot_z,Tip_rot_w
11,1765942293159,0.0241747,0.0172301,-0.00417916,0.935061,-0.160203,-0.138067,-0.284487,0.0419862,-0,0,9.31323e-09,0.0011121,7.45058e-08,0.999999,0.0299928,-0,0,3.72529e-08,0.0201659,-7.45058e-08,0.999797,0.0252377,-0,0,0,0,0,1
12,1765942293192,0.0241747,0.0172301,-0.00417916,0.93635,-0.0808253,-0.197,-0.279118,0.0419862,-0,0,9.68576e-08,-0.00964099,-7.45058e-09,0.999954,0.0299928,-0,0,-2.8871e-08,-0.153499,3.72529e-08,0.988149,0.0252377,-0,0,0,0,0,1
13,1765942293225,0.0241747,0.0172301,-0.00417916,0.927808,0.0052645,-0.25797,-0.269436,0.0419862,-0,0,-4.30737e-08,-0.0159958,-1.86265e-08,0.999872,0.0299928,-0,0,4.84288e-08,-0.30822,1.67638e-08,0.951315,0.0252377,-0,0,0,0,0,1
14,1765942293259,0.0241747,0.0172301,-0.00417916,0.910853,0.0649954,-0.288625,-0.287783,0.0419862,-0,0,-6.70552e-08,-0.0143226,-4.47035e-08,0.999897,0.0299928,-0,0,5.96046e-08,-0.381992,3.72529e-08,0.924166,0.0252377,-0,0,0,0,0,1
15,1765942293292,0.0241747,0.0172301,-0.00417916,0.885926,0.0992393,-0.300246,-0.339322,0.0419862,-0,0,1.86265e-09,-0.0103596,-1.19209e-07,0.999946,0.0299928,-0,0,2.23517e-08,-0.423036,2.30968e-07,0.906113,0.0252377,-0,0,0,0,0,1
16,1765942293325,0.0241747,0.0172301,-0.00417916,0.86533,0.121485,-0.305017,-0.378695,0.0419862,-0,0,2.6077e-08,-0.0066056,-3.72529e-08,0.999978,0.0299928,-0,0,-5.96047e-08,-0.447068,-2.23517e-08,0.8945,0.0252377,-0,0,0,0,0,1
17,1765942293358,0.0241747,0.0172301,-0.00417916,0.845553,0.137277,-0.31295,-0.410193,0.0419862,-0,0,4.84288e-08,-0.00237423,-4.47035e-08,0.999997,0.0299928,-0,0,4.47035e-08,-0.470138,5.96046e-08,0.882593,0.0252377,-0,0,0,0,0,1
18,1765942293392,0.0241747,0.0172301,-0.00417916,0.834329,0.151365,-0.310236,-0.429811,0.0419862,-0,0,7.82311e-08,-0.000782579,-1.41561e-07,1,0.0299928,-0,0,1.49012e-08,-0.491831,2.6077e-07,0.870691,0.0252377,-0,0,0,0,0,1
19,1765942293425,0.0241747,0.0172301,-0.00417916,0.82599,0.153368,-0.311171,-0.444287,0.0419862,-0,0,4.09782e-08,-0.0125315,-1.49012e-08,0.999922,0.0299928,-0,0,-7.45058e-09,-0.501222,-1.49012e-08,0.865319,0.0252377,-0,0,0,0,0,1
20,1765942293458,0.0241747,0.0172301,-0.00417916,0.821046,0.151797,-0.306322,-0.457174,0.0419862,-0,0,-1.11759e-07,-0.0384907,7.45058e-08,0.999259,0.0299928,-0,0,0,-0.499122,-7.45058e-08,0.866532,0.0252377,-0,0,0,0,0,1
21,1765942293491,0.0241747,0.0172301,-0.00417916,0.820692,0.151911,-0.302977,-0.459992,0.0419862,-0,0,-1.11759e-08,-0.0475205,-2.23517e-08,0.99887,0.0299928,-0,0,-4.47035e-08,-0.497604,-7.45058e-09,0.867404,0.0252377,-0,0,0,0,0,1
22,1765942293525,0.0241747,0.0172301,-0.00417916,0.820534,0.15043,-0.301277,-0.461874,0.0419862,-0,0,-6.33299e-08,-0.0544525,-5.96047e-08,0.998516,0.0299928,-0,0,2.98023e-08,-0.492187,8.9407e-08,0.870489,0.0252377,-0,0,0,0,0,1
23,1765942293558,0.0241747,0.0172301,-0.00417916,0.822287,0.150086,-0.305254,-0.456222,0.0419862,-0,0,0,-0.037206,-5.96047e-08,0.999308,0.0299928,-0,0,1.49012e-08,-0.492657,1.49012e-07,0.870223,0.0252377,-0,0,0,0,0,1
24,1765942293591,0.0241747,0.0172301,-0.00417916,0.841354,0.143257,-0.304649,-0.422835,0.0419862,-0,0,2.23517e-08,-0.00197929,-6.70552e-08,0.999998,0.0299928,-0,0,-3.72529e-08,-0.463079,1.93715e-07,0.886317,0.0252377,-0,0,0,0,0,1
25,1765942293625,0.0241747,0.0172301,-0.00417916,0.883628,0.105881,-0.292257,-0.350108,0.0419862,-0,0,-7.45058e-09,-0.00989005,-8.19564e-08,0.999951,0.0299928,-0,0,7.45058e-09,-0.338935,1.2666e-07,0.94081,0.0252377,-0,0,0,0,0,1
26,1765942293658,0.0241747,0.0172301,-0.00417916,0.919861,0.0150314,-0.272992,-0.281256,0.0419862,-0,0,-9.70031e-08,-0.00959355,-3.49246e-08,0.999954,0.0299928,-0,0,3.35276e-08,-0.183643,2.22935e-08,0.982993,0.0252377,-0,0,0,0,0,1
27,1765942293691,0.0241747,0.0172301,-0.00417916,0.928965,-0.0791211,-0.239579,-0.27086,0.0419862,-0,0,7.45058e-09,-0.00375004,-1.49012e-08,0.999993,0.0299928,-0,0,3.1665e-08,-0.0688216,-2.98023e-08,0.997629,0.0252377,-0,0,0,0,0,1
28,1765942293724,0.0241747,0.0172301,-0.00417916,0.924842,-0.157473,-0.204697,-0.27923,0.0419862,-0,0,1.49012e-07,0.00199378,-7.45058e-08,0.999998,0.0299928,-0,0,-1.15484e-07,0.0414257,1.04308e-07,0.999142,0.0252377,-0,0,0,0,0,1
29,1765942293758,0.0241747,0.0172301,-0.00417916,0.914448,-0.209098,-0.164922,-0.304736,0.0419862,-0,0,-1.86265e-08,0.00688869,-1.49012e-08,0.999976,0.0299928,-0,0,-1.49012e-08,0.135149,-1.49012e-08,0.990825,0.0252377,-0,0,0,0,0,1
30,1765942293791,0.0241747,0.0172301,-0.00417916,0.902444,-0.244513,-0.129717,-0.330124,0.0419862,-0,0,-7.82311e-08,0.0106857,2.98023e-08,0.999943,0.0299928,-0,0,2.6077e-08,0.221823,-2.98023e-08,0.975087,0.0252377,-0,0,0,0,0,1
31,1765942293824,0.0241747,0.0172301,-0.00417916,0.886206,-0.26245,-0.0961337,-0.369484,0.0419862,-0,0,3.35276e-08,0.013715,-5.96046e-08,0.999906,0.0299928,-0,0,-3.72529e-08,0.297842,0,0.954615,0.0252377,-0,0,0,0,0,1
32,1765942293857,0.0241747,0.0172301,-0.00417916,0.876721,-0.271071,-0.0783034,-0.389549,0.0419862,-0,0,-7.63685e-08,0.0159576,-2.98023e-08,0.999873,0.0299928,-0,0,5.58794e-08,0.345284,8.9407e-08,0.938498,0.0252377,-0,0,0,0,0,1
33,1765942293891,0.0241747,0.0172301,-0.00417916,0.873947,-0.276216,-0.0693484,-0.393843,0.0419862,-0,0,1.11759e-08,0.0168091,0,0.999859,0.0299928,-0,0,-2.79397e-08,0.374827,0,0.927095,0.0252377,-0,0,0,0,0,1
34,1765942293924,0.0241747,0.0172301,-0.00417916,0.869186,-0.277402,-0.0631825,-0.404439,0.0419862,-0,0,7.45058e-09,0.0180012,1.49012e-07,0.999838,0.0299928,-0,0,6.70552e-08,0.399288,-1.04308e-07,0.916826,0.0252377,-0,0,0,0,0,1
35,1765942293958,0.0241747,0.0172301,-0.00417916,0.86614,-0.278901,-0.0617051,-0.410132,0.0419862,-0,0,-4.09782e-08,0.0188178,2.98023e-08,0.999823,0.0299928,-0,0,7.07805e-08,0.420145,-7.45058e-08,0.907457,0.0252377,-0,0,0,0,0,1
36,1765942293991,0.0241747,0.0172301,-0.00417916,0.86284,-0.278272,-0.0591452,-0.41782,0.0419862,-0,0,1.06171e-07,0.019543,0,0.999809,0.0299928,-0,0,-3.35276e-08,0.436762,1.3411e-07,0.899577,0.0252377,-0,0,0,0,0,1
37,1765942294024,0.0241747,0.0172301,-0.00417916,0.859991,-0.277612,-0.0565475,-0.42444,0.0419862,-0,0,-5.21541e-08,0.0201094,-1.49012e-07,0.999798,0.0299928,-0,0,-4.47035e-08,0.452803,1.63913e-07,0.89161,0.0252377,-0,0,0,0,0,1
38,1765942294058,0.0241747,0.0172301,-0.00417916,0.857776,-0.276756,-0.0548511,-0.429671,0.0419862,-0,0,1.67638e-08,0.0204708,1.19209e-07,0.99979,0.0299928,-0,0,-7.45058e-09,0.46174,-8.9407e-08,0.887015,0.0252377,-0,0,0,0,0,1
39,1765942294091,0.0241747,0.0172301,-0.00417916,0.857935,-0.276943,-0.0543139,-0.429302,0.0419862,-0,0,-3.53903e-08,0.0204967,5.96047e-08,0.99979,0.0299928,-0,0,2.23517e-08,0.462547,-2.98023e-08,0.886595,0.0252377,-0,0,0,0,0,1
40,1765942294124,0.0241747,0.0172301,-0.00417916,0.857093,-0.277017,-0.0537295,-0.431006,0.0419862,-0,0,-7.45058e-09,0.0204887,-1.49012e-07,0.99979,0.0299928,-0,0,1.11759e-08,0.463721,1.78814e-07,0.885981,0.0252377,-0,0,0,0,0,1
41,1765942294157,0.0241747,0.0172301,-0.00417916,0.857497,-0.277064,-0.053545,-0.430194,0.0419862,-0,0,-1.49012e-08,0.0204421,-2.98023e-08,0.999791,0.0299928,-0,0,5.40167e-08,0.463862,1.49012e-08,0.885908,0.0252377,-0,0,0,0,0,1
42,1765942294191,0.0241747,0.0172301,-0.00417916,0.862172,-0.27656,-0.0536562,-0.421063,0.0419862,-0,0,-3.72529e-08,0.0201431,-5.96046e-08,0.999797,0.0299928,-0,0,-2.6077e-08,0.454585,1.3411e-07,0.890703,0.0252377,-0,0,0,0,0,1
43,1765942294224,0.0241747,0.0172301,-0.00417916,0.867269,-0.272642,-0.0549756,-0.412903,0.0419862,-0,0,-9.68575e-08,0.0201742,-5.96046e-08,0.999797,0.0299928,-0,0,-3.35276e-08,0.439098,1.3411e-07,0.898439,0.0252377,-0,0,0,0,0,1
44,1765942294257,0.0241747,0.0172301,-0.00417916,0.884238,-0.257198,-0.073948,-0.38276,0.0419862,-0,0,1.49012e-08,0.0173741,-2.98023e-08,0.999849,0.0299928,-0,0,-3.35276e-08,0.357864,-2.98023e-08,0.933774,0.0252377,-0,0,0,0,0,1
45,1765942294290,0.0241747,0.0172301,-0.00417916,0.911209,-0.217242,-0.120411,-0.328641,0.0419862,-0,0,-4.47035e-08,0.0110679,5.96046e-08,0.999939,0.0299928,-0,0,4.47035e-08,0.200824,-1.19209e-07,0.979627,0.0252377,-0,0,0,0,0,1
46,1765942294324,0.0241747,0.0172301,-0.00417916,0.926489,-0.140858,-0.172597,-0.303295,0.0419862,-0,0,-6.89179e-08,0.00111894,0,0.999999,0.0299928,-0,0,-4.28408e-08,0.0207996,-2.98023e-08,0.999784,0.0252377,-0,0,0,0,0,1
47,1765942294357,0.0241747,0.0172301,-0.00417916,0.921007,-0.0573738,-0.21825,-0.317525,0.0419862,-0,0,-1.30385e-08,-0.0069983,2.98023e-08,0.999976,0.0299928,-0,0,-3.07336e-08,-0.118179,7.45058e-09,0.992992,0.0252377,-0,0,0,0,0,1
48,1765942294390,0.0241747,0.0172301,-0.00417916,0.904515,0.0213822,-0.252649,-0.342876,0.0419862,-0,0,3.37604e-08,-0.0122869,-1.39698e-08,0.999925,0.0299928,-0,0,3.1665e-08,-0.239408,-7.91624e-09,0.970919,0.0252377,-0,0,0,0,0,1
49,1765942294423,0.0241747,0.0172301,-0.00417916,0.890705,0.0822879,-0.269682,-0.356572,0.0419862,-0,0,3.35276e-08,-0.0127736,3.72529e-09,0.999918,0.0299928,-0,0,-5.58794e-08,-0.318758,-1.15484e-07,0.947836,0.0252377,-0,0,0,0,0,1
50,1765942294457,0.0241747,0.0172301,-0.00417916,0.880318,0.111436,-0.281809,-0.364973,0.0419862,-0,0,-4.47035e-08,-0.0113377,8.9407e-08,0.999936,0.0299928,-0,0,3.72529e-08,-0.365212,-9.68575e-08,0.930924,0.0252377,-0,0,0,0,0,1
51,1765942294490,0.0241747,0.0172301,-0.00417916,0.875342,0.123812,-0.285773,-0.369838,0.0419862,-0,0,6.70552e-08,-0.0102673,6.70552e-08,0.999947,0.0299928,-0,0,-5.21541e-08,-0.395663,-2.16067e-07,0.918396,0.0252377,-0,0,0,0,0,1
52,1765942294523,0.0241747,0.0172301,-0.00417916,0.869668,0.129131,-0.291802,-0.376637,0.0419862,-0,0,-7.45058e-09,-0.00894311,-7.45058e-09,0.99996,0.0299928,-0,0,-3.72529e-08,-0.418474,5.21541e-08,0.908229,0.0252377,-0,0,0,0,0,1
53,1765942294556,0.0241747,0.0172301,-0.00417916,0.86831,0.132539,-0.293352,-0.37738,0.0419862,-0,0,3.72529e-09,-0.00820658,-2.98023e-08,0.999966,0.0299928,-0,0,1.49012e-08,-0.428839,0,0.903381,0.0252377,-0,0,0,0,0,1
54,1765942294590,0.0241747,0.0172301,-0.00417916,0.868738,0.132802,-0.297264,-0.373217,0.0419862,-0,0,7.45058e-08,-0.00737718,7.45058e-09,0.999973,0.0299928,-0,0,-4.47035e-08,-0.431827,7.45058e-09,0.901956,0.0252377,-0,0,0,0,0,1
55,1765942294623,0.0241747,0.0172301,-0.00417916,0.880473,0.123699,-0.297563,-0.347739,0.0419862,-0,0,1.11759e-08,-0.00894356,-2.23517e-08,0.99996,0.0299928,-0,0,5.96047e-08,-0.408749,-7.45058e-09,0.912647,0.0252377,-0,0,0,0,0,1
56,1765942294656,0.0241747,0.0172301,-0.00417916,0.893163,0.104346,-0.294132,-0.323817,0.0419862,-0,0,-6.14673e-08,-0.0108163,1.49012e-08,0.999942,0.0299928,-0,0,-1.49012e-08,-0.350316,-4.47035e-08,0.936632,0.0252377,-0,0,0,0,0,1
57,1765942294689,0.0241747,0.0172301,-0.00417916,0.910648,0.0597062,-0.282011,-0.296016,0.0419862,-0,0,3.44589e-08,-0.0123689,-1.04308e-07,0.999924,0.0299928,-0,0,8.19564e-08,-0.284945,1.08033e-07,0.958544,0.0252377,-0,0,0,0,0,1
58,1765942294723,0.0241747,0.0172301,-0.00417916,0.927714,-0.00194918,-0.265377,-0.262523,0.0419862,-0,0,-4.65661e-09,-0.0106769,5.40167e-08,0.999943,0.0299928,-0,0,4.93601e-08,-0.201082,-2.70084e-08,0.979574,0.0252377,-0,0,0,0,0,1
59,1765942294756,0.0241747,0.0172301,-0.00417916,0.935181,-0.0863375,-0.232299,-0.25302,0.0419862,-0,0,2.23517e-08,-0.00491096,1.49012e-08,0.999988,0.0299928,-0,0,-1.49012e-08,-0.0861493,-7.45058e-09,0.996282,0.0252377,-0,0,0,0,0,1
60,1765942294789,0.0241747,0.0172301,-0.00417916,0.93458,-0.133975,-0.213212,-0.251301,0.0419862,-0,0,-2.6077e-08,-0.00149013,2.98023e-08,0.999999,0.0299928,-0,0,7.82311e-08,-0.0312815,-7.45058e-08,0.999511,0.0252377,-0,0,0,0,0,1
61,1765942294822,0.0241747,0.0172301,-0.00417916,0.929531,-0.184796,-0.188207,-0.257684,0.0419862,-0,0,4.09782e-08,0.00260957,1.04308e-07,0.999997,0.0299928,-0,0,-3.72529e-09,0.0469932,-5.96046e-08,0.998895,0.0252377,-0,0,0,0,0,1
62,1765942294856,0.0241747,0.0172301,-0.00417916,0.918738,-0.223692,-0.155911,-0.28561,0.0419862,-0,0,-7.82311e-08,0.00707106,4.47035e-08,0.999975,0.0299928,-0,0,2.98023e-08,0.135094,-4.47035e-08,0.990833,0.0252377,-0,0,0,0,0,1
63,1765942294889,0.0241747,0.0172301,-0.00417916,0.903709,-0.25265,-0.127498,-0.321283,0.0419862,-0,0,-1.45286e-07,0.0109182,8.9407e-08,0.99994,0.0299928,-0,0,7.07805e-08,0.232251,-5.96046e-08,0.972656,0.0252377,-0,0,0,0,0,1
64,1765942294922,0.0241747,0.0172301,-0.00417916,0.884159,-0.269673,-0.0992037,-0.368373,0.0419862,-0,0,1.86264e-08,0.0145082,2.98023e-08,0.999895,0.0299928,-0,0,-1.08033e-07,0.327384,-8.9407e-08,0.944891,0.0252377,-0,0,0,0,0,1
65,1765942294955,0.0241747,0.0172301,-0.00417916,0.872986,-0.275384,-0.0796124,-0.394615,0.0419862,-0,0,-1.30385e-08,0.0172344,2.98023e-08,0.999851,0.0299928,-0,0,1.00583e-07,0.39355,-2.98023e-08,0.919303,0.0252377,-0,0,0,0,0,1
66,1765942294989,0.0241747,0.0172301,-0.00417916,0.867193,-0.276967,-0.0707225,-0.407754,0.0419862,-0,0,-7.45058e-09,0.0187548,-5.96047e-08,0.999824,0.0299928,-0,0,-2.6077e-08,0.430225,1.04308e-07,0.902722,0.0252377,-0,0,0,0,0,1
67,1765942295022,0.0241747,0.0172301,-0.00417916,0.861535,-0.277126,-0.0644146,-0.420487,0.0419862,-0,0,-7.45058e-09,0.0197343,-1.78814e-07,0.999805,0.0299928,-0,0,-8.94069e-08,0.457197,7.45058e-08,0.889365,0.0252377,-0,0,0,0,0,1
68,1765942295055,0.0241747,0.0172301,-0.00417916,0.857591,-0.277108,-0.0607529,-0.429019,0.0419862,-0,0,-3.72529e-08,0.0203066,0,0.999794,0.0299928,-0,0,1.49012e-08,0.475872,-7.45058e-08,0.879514,0.0252377,-0,0,0,0,0,1
69,1765942295089,0.0241747,0.0172301,-0.00417916,0.856513,-0.277478,-0.058399,-0.431254,0.0419862,-0,0,6.33299e-08,0.0205135,-2.98023e-08,0.99979,0.0299928,-0,0,-9.68575e-08,0.483417,-4.47035e-08,0.87539,0.0252377,-0,0,0,0,0,1
70,1765942295122,0.0241747,0.0172301,-0.00417916,0.854183,-0.277673,-0.0560155,-0.436041,0.0419862,-0,0,-9.31322e-09,0.0205441,-5.96046e-08,0.999789,0.0299928,-0,0,-1.15484e-07,0.486207,1.04308e-07,0.873844,0.0252377,-0,0,0,0,0,1
71,1765942295155,0.0241747,0.0172301,-0.00417916,0.854329,-0.27777,-0.0557596,-0.435725,0.0419862,-0,0,-3.1665e-08,0.0204637,-1.49012e-07,0.999791,0.0299928,-0,0,0,0.486585,8.9407e-08,0.873633,0.0252377,-0,0,0,0,0,1
72,1765942295189,0.0241747,0.0172301,-0.00417916,0.858005,-0.277437,-0.0569189,-0.428504,0.0419862,-0,0,9.31323e-09,0.0202179,2.98023e-08,0.999796,0.0299928,-0,0,-9.31323e-08,0.480526,-1.49012e-07,0.87698,0.0252377,-0,0,0,0,0,1
73,1765942295222,0.0241747,0.0172301,-0.00417916,0.876811,-0.261953,-0.069695,-0.397148,0.0419862,-0,0,-4.47035e-08,0.018434,7.45058e-08,0.99983,0.0299928,-0,0,5.58794e-09,0.398444,-5.96047e-08,0.917193,0.0252377,-0,0,0,0,0,1
74,1765942295255,0.0241747,0.0172301,-0.00417916,0.922679,-0.197325,-0.127385,-0.305777,0.0419862,-0,0,-1.15484e-07,0.00666694,0,0.999978,0.0299928,-0,0,1.19209e-07,0.113512,4.47035e-08,0.993537,0.0252377,-0,0,0,0,0,1
75,1765942295289,0.0241747,0.0172301,-0.00417916,0.932075,-0.111751,-0.188339,-0.288575,0.0419862,-0,0,-2.98023e-08,-0.0053115,-5.21541e-08,0.999986,0.0299928,-0,0,-3.72529e-08,-0.0871728,7.45058e-08,0.996193,0.0252377,-0,0,0,0,0,1
76,1765942295322,0.0241747,0.0172301,-0.00417916,0.921751,-0.0248,-0.243957,-0.300409,0.0419862,-0,0,1.30385e-08,-0.0127773,1.11759e-08,0.999918,0.0299928,-0,0,2.70084e-08,-0.230881,4.47035e-08,0.972982,0.0252377,-0,0,0,0,0,1
77,1765942295356,0.0241747,0.0172301,-0.00417916,0.906561,0.0494986,-0.284986,-0.307376,0.0419862,-0,0,-3.81842e-08,-0.0139817,-5.40167e-08,0.999902,0.0299928,-0,0,-3.72529e-08,-0.325815,1.00583e-07,0.945433,0.0252377,-0,0,0,0,0,1
78,1765942295389,0.0241747,0.0172301,-0.00417916,0.881655,0.0985549,-0.310532,-0.341381,0.0419862,-0,0,-1.30385e-08,-0.00948891,1.49012e-08,0.999955,0.0299928,-0,0,7.45058e-08,-0.388284,-5.96047e-08,0.92154,0.0252377,-0,0,0,0,0,1
79,1765942295422,0.0241747,0.0172301,-0.00417916,0.862027,0.11901,-0.326514,-0.368964,0.0419862,-0,0,5.21541e-08,-0.00476044,3.72529e-08,0.999989,0.0299928,-0,0,-1.49012e-08,-0.442747,-2.98023e-08,0.896647,0.0252377,-0,0,0,0,0,1
80,1765942295455,0.0241747,0.0172301,-0.00417916,0.841368,0.133985,-0.333527,-0.403618,0.0419862,-0,0,5.21541e-08,-0.000684529,0,1,0.0299928,-0,0,0,-0.495023,5.21541e-08,0.86888,0.0252377,-0,0,0,0,0,1
81,1765942295489,0.0241747,0.0172301,-0.00417916,0.831882,0.130619,-0.324074,-0.431145,0.0419862,-0,0,-7.82311e-08,-0.0433001,2.98023e-08,0.999062,0.0299928,-0,0,5.96046e-08,-0.507594,-8.9407e-08,0.861597,0.0252377,-0,0,0,0,0,1
82,1765942295522,0.0241747,0.0172301,-0.00417916,0.825411,0.12006,-0.315046,-0.4528,0.0419862,-0,0,-4.84288e-08,-0.0889894,1.04308e-07,0.996033,0.0299928,-0,0,-4.47035e-08,-0.509876,-2.23517e-08,0.860248,0.0252377,-0,0,0,0,0,1
83,1765942295555,0.0241747,0.0172301,-0.00417916,0.820767,0.106226,-0.302756,-0.472648,0.0419862,-0,0,1.49012e-08,-0.154021,7.45058e-09,0.988068,0.0299928,-0,0,4.47035e-08,-0.496773,-1.3411e-07,0.867881,0.0252377,-0,0,0,0,0,1
84,1765942295589,0.0241747,0.0172301,-0.00417916,0.815657,0.0981905,-0.29455,-0.488162,0.0419862,-0,0,4.09782e-08,-0.195935,-8.19564e-08,0.980617,0.0299928,-0,0,0,-0.483995,1.3411e-07,0.875071,0.0252377,-0,0,0,0,0,1
85,1765942295622,0.0241747,0.0172301,-0.00417916,0.808248,0.093625,-0.286237,-0.506002,0.0419862,-0,0,1.41561e-07,-0.226744,-1.41561e-07,0.973954,0.0299928,-0,0,1.49012e-08,-0.469773,4.47035e-08,0.882787,0.0252377,-0,0,0,0,0,1
86,1765942295655,0.0241747,0.0172301,-0.00417916,0.805349,0.0926684,-0.282111,-0.513068,0.0419862,-0,0,-7.07805e-08,-0.238886,6.70552e-08,0.971048,0.0299928,-0,0,1.49012e-08,-0.463657,-1.11759e-07,0.886015,0.0252377,-0,0,0,0,0,1
87,1765942295689,0.0241747,0.0172301,-0.00417916,0.799662,0.0894201,-0.281729,-0.522659,0.0419862,-0,0,-9.68576e-08,-0.243214,-2.98023e-08,0.969973,0.0299928,-0,0,8.9407e-08,-0.46115,1.49012e-08,0.887322,0.0252377,-0,0,0,0,0,1
88,1765942295722,0.0241747,0.0172301,-0.00417916,0.794244,0.0949277,-0.280915,-0.530331,0.0419862,-0,0,-1.08033e-07,-0.213518,1.11759e-07,0.976939,0.0299928,-0,0,-7.45058e-08,-0.468978,-8.9407e-08,0.88321,0.0252377,-0,0,0,0,0,1
89,1765942295755,0.0241747,0.0172301,-0.00417916,0.786081,0.11351,-0.291736,-0.532994,0.0419862,-0,0,3.72529e-08,-0.115894,-1.49012e-07,0.993262,0.0299928,-0,0,1.04308e-07,-0.486014,1.56462e-07,0.873951,0.0252377,-0,0,0,0,0,1
90,1765942295789,0.0241747,0.0172301,-0.00417916,0.766911,0.131289,-0.279205,-0.562721,0.0419862,-0,0,2.98023e-08,-0.000986516,-2.98023e-08,1,0.0299928,-0,0,6.70552e-08,-0.506951,4.47035e-08,0.861975,0.0252377,-0,0,0,0,0,1
91,1765942295822,0.0241747,0.0172301,-0.00417916,0.749579,0.131801,-0.198519,-0.617536,0.0419862,-0,0,-7.26432e-08,-0.0040026,8.9407e-08,0.999992,0.0299928,-0,0,2.23517e-08,-0.449447,-1.71363e-07,0.893307,0.0252377,-0,0,0,0,0,1
92,1765942295855,0.0241747,0.0172301,-0.00417916,0.726111,0.115949,-0.110622,-0.668642,0.0419862,-0,0,-6.61239e-08,-0.00987897,-5.21541e-08,0.999951,0.0299928,-0,0,5.21541e-08,-0.370051,1.04308e-07,0.929011,0.0252377,-0,0,0,0,0,1
