Frame,Elapsed_Time_In_Milliseconds,Time,Hand_Position_X,Hand_Position_Y,Hand_Position_Z,Thumb_CMC_Position_X,Thumb_CMC_Position_Y,Thumb_CMC_Position_Z,Thumb_MCP_Position_X,Thumb_MCP_Position_Y,Thumb_MCP_Position_Z,Thumb_DIP_Position_X,Thumb_DIP_Position_Y,Thumb_DIP_Position_Z,Thumb_TIP_Position_X,Thumb_TIP_Position_Y,Thumb_TIP_Position_Z,Index_CMC_Position_X,Index_CMC_Position_Y,Index_CMC_Position_Z,Index_MCP_Position_X,Index_MCP_Position_Y,Index_MCP_Position_Z,Index_PIP_Position_X,Index_PIP_Position_Y,Index_PIP_Position_Z,Index_DIP_Position_X,Index_DIP_Position_Y,Index_DIP_Position_Z,Index_TIP_Position_X,Index_TIP_Position_Y,Index_TIP_Position_Z,Middle_CMC_Position_X,Middle_CMC_Position_Y,Middle_CMC_Position_Z,Middle_MCP_Position_X,Middle_MCP_Position_Y,Middle_MCP_Position_Z,Middle_PIP_Position_X,Middle_PIP_Position_Y,Middle_PIP_Position_Z,Middle_DIP_Position_X,Middle_DIP_Position_Y,Middle_DIP_Position_Z,Middle_TIP_Position_X,Middle_TIP_Position_Y,Middle_TIP_Position_Z,Ring_CMC_Position_X,Ring_CMC_Position_Y,Ring_CMC_Position_Z,Ring_MCP_Position_X,Ring_MCP_Position_Y,Ring_MCP_Position_Z,Ring_PIP_Position_X,Ring_PIP_Position_Y,Ring_PIP_Position_Z,Ring_DIP_Position_X,Ring_DIP_Position_Y,Ring_DIP_Position_Z,Ring_TIP_Position_X,Ring_TIP_Position_Y,Ring_TIP_Position_Z,Pinky_CMC_Position_X,Pinky_CMC_Position_Y,Pinky_CMC_Position_Z,Pinky_MCP_Position_X,Pinky_MCP_Position_Y,Pinky_MCP_Position_Z,Pinky_PIP_Position_X,Pinky_PIP_Position_Y,Pinky_PIP_Position_Z,Pinky_DIP_Position_X,Pinky_DIP_Position_Y,Pinky_DIP_Position_Z,Pinky_TIP_Position_X,Pinky_TIP_Position_Y,Pinky_TIP_Position_Z,Hand_Rotation_X,Hand_Rotation_Y,Hand_Rotation_Z,Thumb_CMC_Rotation_X,Thumb_CMC_Rotation_Y,Thumb_CMC_Rotation_Z,Thumb_MCP_Rotation_X,Thumb_MCP_Rotation_Y,Thumb_MCP_Rotation_Z,Thumb_DIP_Rotation_X,Thumb_DIP_Rotation_Y,Thumb_DIP_Rotation_Z,Thumb_TIP_Rotation_X,Thumb_TIP_Rotation_Y,Thumb_TIP_Rotation_Z,Index_CMC_Rotation_X,Index_CMC_Rotation_Y,Index_CMC_Rotation_Z,Index_MCP_Rotation_X,Index_MCP_Rotation_Y,Index_MCP_Rotation_Z,Index_PIP_Rotation_X,Index_PIP_Rotation_Y,Index_PIP_Rotation_Z,Index_DIP_Rotation_X,Index_DIP_Rotation_Y,Index_DIP_Rotation_Z,Index_TIP_Rotation_X,Index_TIP_Rotation_Y,Index_TIP_Rotation_Z,Middle_CMC_Rotation_X,Middle_CMC_Rotation_Y,Middle_CMC_Rotation_Z,Middle_MCP_Rotation_X,Middle_MCP_Rotation_Y,Middle_MCP_Rotation_Z,Middle_PIP_Rotation_X,Middle_PIP_Rotation_Y,Middle_PIP_Rotation_Z,Middle_DIP_Rotation_X,Middle_DIP_Rotation_Y,Middle_DIP_Rotation_Z,Middle_TIP_Rotation_X,Middle_TIP_Rotation_Y,Middle_TIP_Rotation_Z,Ring_CMC_Rotation_X,Ring_CMC_Rotation_Y,Ring_CMC_Rotation_Z,Ring_MCP_Rotation_X,Ring_MCP_Rotation_Y,Ring_MCP_Rotation_Z,Ring_PIP_Rotation_X,Ring_PIP_Rotation_Y,Ring_PIP_Rotation_Z,Ring_DIP_Rotation_X,Ring_DIP_Rotation_Y,Ring_DIP_Rotation_Z,Ring_TIP_Rotation_X,Ring_TIP_Rotation_Y,Ring_TIP_Rotation_Z,Pinky_CMC_Rotation_X,Pinky_CMC_Rotation_Y,Pinky_CMC_Rotation_Z,Pinky_MCP_Rotation_X,Pinky_MCP_Rotation_Y,Pinky_MCP_Rotation_Z,Pinky_PIP_Rotation_X,Pinky_PIP_Rotation_Y,Pinky_PIP_Rotation_Z,Pinky_DIP_Rotation_X,Pinky_DIP_Rotation_Y,Pinky_DIP_Rotation_Z,Pinky_TIP_Rotation_X,Pinky_TIP_Rotation_Y,Pinky_TIP_Rotation_Z,Hand_Velocity_X,Hand_Velocity_Y,Hand_Velocity_Z,Thumb_CMC_Velocity_X,Thumb_CMC_Velocity_Y,Thumb_CMC_Velocity_Z,Thumb_MCP_Velocity_X,Thumb_MCP_Velocity_Y,Thumb_MCP_Velocity_Z,Thumb_DIP_Velocity_X,Thumb_DIP_Velocity_Y,Thumb_DIP_Velocity_Z,Thumb_TIP_Velocity_X,Thumb_TIP_Velocity_Y,Thumb_TIP_Velocity_Z,Index_CMC_Velocity_X,Index_CMC_Velocity_Y,Index_CMC_Velocity_Z,Index_MCP_Velocity_X,Index_MCP_Velocity_Y,Index_MCP_Velocity_Z,Index_PIP_Velocity_X,Index_PIP_Velocity_Y,Index_PIP_Velocity_Z,Index_DIP_Velocity_X,Index_DIP_Velocity_Y,Index_DIP_Velocity_Z,Index_TIP_Velocity_X,Index_TIP_Velocity_Y,Index_TIP_Velocity_Z,Middle_CMC_Velocity_X,Middle_CMC_Velocity_Y,Middle_CMC_Velocity_Z,Middle_MCP_Velocity_X,Middle_MCP_Velocity_Y,Middle_MCP_Velocity_Z,Middle_PIP_Velocity_X,Middle_PIP_Velocity_Y,Middle_PIP_Velocity_Z,Middle_DIP_Velocity_X,Middle_DIP_Velocity_Y,Middle_DIP_Velocity_Z,Middle_TIP_Velocity_X,Middle_TIP_Velocity_Y,Middle_TIP_Velocity_Z,Ring_CMC_Velocity_X,Ring_CMC_Velocity_Y,Ring_CMC_Velocity_Z,Ring_MCP_Velocity_X,Ring_MCP_Velocity_Y,Ring_MCP_Velocity_Z,Ring_PIP_Velocity_X,Ring_PIP_Velocity_Y,Ring_PIP_Velocity_Z,Ring_DIP_Velocity_X,Ring_DIP_Velocity_Y,Ring_DIP_Velocity_Z,Ring_TIP_Velocity_X,Ring_TIP_Velocity_Y,Ring_TIP_Velocity_Z,Pinky_CMC_Velocity_X,Pinky_CMC_Velocity_Y,Pinky_CMC_Velocity_Z,Pinky_MCP_Velocity_X,Pinky_MCP_Velocity_Y,Pinky_MCP_Velocity_Z,Pinky_PIP_Velocity_X,Pinky_PIP_Velocity_Y,Pinky_PIP_Velocity_Z,Pinky_DIP_Velocity_X,Pinky_DIP_Velocity_Y,Pinky_DIP_Velocity_Z,Pinky_TIP_Velocity_X,Pinky_TIP_Velocity_Y,Pinky_TIP_Velocity_Z,Hand_Acceleration_X,Hand_Acceleration_Y,Hand_Acceleration_Z,Thumb_CMC_Acceleration_X,Thumb_CMC_Acceleration_Y,Thumb_CMC_Acceleration_Z,Thumb_MCP_Acceleration_X,Thumb_MCP_Acceleration_Y,Thumb_MCP_Acceleration_Z,Thumb_DIP_Acceleration_X,Thumb_DIP_Acceleration_Y,Thumb_DIP_Acceleration_Z,Thumb_TIP_Acceleration_X,Thumb_TIP_Acceleration_Y,Thumb_TIP_Acceleration_Z,Index_CMC_Acceleration_X,Index_CMC_Acceleration_Y,Index_CMC_Acceleration_Z,Index_MCP_Acceleration_X,Index_MCP_Acceleration_Y,Index_MCP_Acceleration_Z,Index_PIP_Acceleration_X,Index_PIP_Acceleration_Y,Index_PIP_Acceleration_Z,Index_DIP_Acceleration_X,Index_DIP_Acceleration_Y,Index_DIP_Acceleration_Z,Index_TIP_Acceleration_X,Index_TIP_Acceleration_Y,Index_TIP_Acceleration_Z,Middle_CMC_Acceleration_X,Middle_CMC_Acceleration_Y,Middle_CMC_Acceleration_Z,Middle_MCP_Acceleration_X,Middle_MCP_Acceleration_Y,Middle_MCP_Acceleration_Z,Middle_PIP_Acceleration_X,Middle_PIP_Acceleration_Y,Middle_PIP_Acceleration_Z,Middle_DIP_Acceleration_X,Middle_DIP_Acceleration_Y,Middle_DIP_Acceleration_Z,Middle_TIP_Acceleration_X,Middle_TIP_Acceleration_Y,Middle_TIP_Acceleration_Z,Ring_CMC_Acceleration_X,Ring_CMC_Acceleration_Y,Ring_CMC_Acceleration_Z,Ring_MCP_Acceleration_X,Ring_MCP_Acceleration_Y,Ring_MCP_Acceleration_Z,Ring_PIP_Acceleration_X,Ring_PIP_Acceleration_Y,Ring_PIP_Acceleration_Z,Ring_DIP_Acceleration_X,Ring_DIP_Acceleration_Y,Ring_DIP_Acceleration_Z,Ring_TIP_Acceleration_X,Ring_TIP_Acceleration_Y,Ring_TIP_Acceleration_Z,Pinky_CMC_Acceleration_X,Pinky_CMC_Acceleration_Y,Pinky_CMC_Acceleration_Z,Pinky_MCP_Acceleration_X,Pinky_MCP_Acceleration_Y,Pinky_MCP_Acceleration_Z,Pinky_PIP_Acceleration_X,Pinky_PIP_Acceleration_Y,Pinky_PIP_Acceleration_Z,Pinky_DIP_Acceleration_X,Pinky_DIP_Acceleration_Y,Pinky_DIP_Acceleration_Z,Pinky_TIP_Acceleration_X,Pinky_TIP_Acceleration_Y,Pinky_TIP_Acceleration_Z,Pinch_ThumbToIndex,Pinch_ThumbToMiddle,Pinch_ThumbToRing,Pinch_ThumbToPinky,Thumb_CMC_Spread,Thumb_CMC_Flex,Thumb_PIP_Flex,Thumb_DIP_Flex,Index_MCP_Spread,Index_MCP_Flex,Index_PIP_Flex,Index_DIP_Flex,Middle_MCP_Spread,Middle_MCP_Flex,Middle_PIP_Flex,Middle_DIP_Flex,Ring_MCP_Spread,Ring_MCP_Flex,Ring_PIP_Flex,Ring_DIP_Flex,Pinky_MCP_Spread,Pinky_MCP_Flex,Pinky_PIP_Flex,Pinky_DIP_Flex,Thumb_CMC_Spread_AngularVelocity,Thumb_CMC_Flex_AngularVelocity,Thumb_PIP_Flex_AngularVelocity,Thumb_DIP_Flex_AngularVelocity,Index_MCP_Spread_AngularVelocity,Index_MCP_Flex_AngularVelocity,Index_PIP_Flex_AngularVelocity,Index_DIP_Flex_AngularVelocity,Middle_MCP_Spread_AngularVelocity,Middle_MCP_Flex_AngularVelocity,Middle_PIP_Flex_AngularVelocity,Middle_DIP_Flex_AngularVelocity,Ring_MCP_Spread_AngularVelocity,Ring_MCP_Flex_AngularVelocity,Ring_PIP_Flex_AngularVelocity,Ring_DIP_Flex_AngularVelocity,Pinky_MCP_Spread_AngularVelocity,Pinky_MCP_Flex_AngularVelocity,Pinky_PIP_Flex_AngularVelocity,Pinky_DIP_Flex_AngularVelocity,Thumb_CMC_Spread_AngularAcceleration,Thumb_CMC_Flex_AngularAcceleration,Thumb_PIP_Flex_AngularAcceleration,Thumb_DIP_Flex_AngularAcceleration,Index_MCP_Spread_AngularAcceleration,Index_MCP_Flex_AngularAcceleration,Index_PIP_Flex_AngularAcceleration,Index_DIP_Flex_AngularAcceleration,Middle_MCP_Spread_AngularAcceleration,Middle_MCP_Flex_AngularAcceleration,Middle_PIP_Flex_AngularAcceleration,Middle_DIP_Flex_AngularAcceleration,Ring_MCP_Spread_AngularAcceleration,Ring_MCP_Flex_AngularAcceleration,Ring_PIP_Flex_AngularAcceleration,Ring_DIP_Flex_AngularAcceleration,Pinky_MCP_Spread_AngularAcceleration,Pinky_MCP_Flex_AngularAcceleration,Pinky_PIP_Flex_AngularAcceleration,Pinky_DIP_Flex_AngularAcceleration
0,0,00:00:00:000,0,0,0,2.512528,-0.978382,1.854603,6.013013,-0.750439,5.890682,6.702948,-2.836657,9.015371,8.539804,-3.173013,11.63162,2.145132,0.012838,2.288352,3.605461,0.004286,9.291883,4.233392,-0.821663,14.14148,4.585186,-1.284033,16.85816,4.820412,-2.167767,19.11879,0.59655,0.110736,2.296674,1.028007,0.217537,10.26065,1.121053,-0.857348,15.0155,1.174098,-1.487016,17.75684,1.166897,-2.681184,19.70716,-0.74827,0.001735,2.303988,-1.215744,0.014135,9.699835,-1.438214,-0.868965,14.10936,-1.577184,-1.431989,16.86227,-1.677097,-2.728545,18.71715,-1.943712,-0.121182,2.310502,-3.211244,-0.218814,8.967371,-4.089745,-0.987658,12.13919,-4.538437,-1.462029,13.7844,-4.940443,-2.38739,15.4128,0,0,0,-27.88887,31.35647,-41.75811,16.68517,31.35647,-41.75811,-17.60929,31.35647,-41.7581,-17.60929,31.35647,-41.7581,0.068498,11.77817,0,8.682009,8.42602,-6.575129,8.675539,8.426024,-6.57513,20.42401,8.426022,-6.57513,20.42401,8.426022,-6.57513,-0.767195,3.101027,0,12.64508,1.89713,-3.446479,12.84333,1.89713,-3.446478,31.428,1.89713,-3.446481,31.428,1.89713,-3.446481,-0.095875,-3.616721,0,11.33035,-2.809848,-0.392083,11.56387,-2.809849,-0.392084,34.93473,-2.809849,-0.392084,34.93473,-2.809849,-0.392084,0.825436,-10.78062,0,11.6896,-16.59879,5.277036,14.09613,-16.5988,5.277035,27.49776,-16.59879,5.277036,27.49776,-16.59879,5.277036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.420341,10.94605,12.44136,14.02254,-3.232466,45.93504,44.57403,-34.29446,8.482788,9.665483,-0.019782,11.74846,1.899295,12.73823,0.197824,18.58467,-2.809792,11.32488,0.233231,23.37085,-16.70293,13.62559,2.406477,13.40162,-193.948,2756.102,2674.442,-2057.668,508.9673,579.9289,-1.18694,704.9078,113.9577,764.2939,11.86941,1115.08,-168.5875,679.4926,13.99383,1402.251,-1002.176,817.5354,144.3886,804.0972,-11636.88,165366.1,160466.5,-123460.1,30538.03,34795.73,-71.21642,42294.46,6837.461,45857.63,712.1646,66904.79,-10115.25,40769.55,839.6298,84135.04,-60130.56,49052.12,8663.318,48245.83
1,16.66667,00:00:00:017,0,0,0,2.512528,-0.978382,1.854603,6.032444,-0.755524,5.874034,6.719779,-2.838333,9.001568,8.563789,-3.17981,11.61211,2.145132,0.012838,2.288352,3.605461,0.004286,9.291883,4.261921,-0.385094,14.19214,4.626308,-0.640429,16.93438,4.903187,-1.280759,19.27107,0.59655,0.110736,2.296674,1.028007,0.217537,10.26065,1.029987,-0.32407,15.10619,1.030732,-0.642683,17.90132,0.990942,-1.512514,20.01594,-0.74827,0.001735,2.303988,-1.215744,0.014135,9.699835,-1.547971,-0.409728,14.17009,-1.755792,-0.68423,16.96228,-1.931771,-1.681022,18.98886,-1.943712,-0.121182,2.310502,-3.211244,-0.218814,8.967371,-4.129166,-0.908534,12.14622,-4.601587,-1.3254,13.80033,-5.039395,-2.164889,15.46561,0,0,0,-28.27246,31.40922,-42.2795,16.40123,31.40922,-42.2795,-17.89923,31.40922,-42.2795,-17.89923,31.40922,-42.2795,0.068498,11.77817,0,3.886182,7.960711,-4.546504,4.658901,7.960723,-4.546502,14.64056,7.960706,-4.546505,14.64056,7.960706,-4.546505,-0.767195,3.101027,0,6.36308,0.433519,-3.672047,6.488624,0.43352,-3.672048,22.37646,0.433519,-3.672048,22.37646,0.433519,-3.672048,-0.095875,-3.616722,0,5.532814,-4.07801,-1.80549,5.730571,-4.07801,-1.805489,26.24788,-4.078012,-1.80549,26.24788,-4.078012,-1.80549,0.825436,-10.78062,0,10.3051,-17.06933,5.145324,12.15906,-17.06933,5.145322,24.58058,-17.06933,5.145323,24.58058,-17.06933,5.145323,0,0,0,0,0,0,1.1658,-0.30509,-0.998899,1.009852,-0.100561,-0.828177,1.439184,-0.407852,-1.170248,0,0,0,0,0,0,1.711741,26.19417,3.039568,2.467319,38.61624,4.573613,4.966534,53.22046,9.136765,0,0,0,0,0,0,-5.463961,31.99667,5.441486,-8.601955,50.66,8.66872,-10.5573,70.12018,18.52727,0,0,0,-0.000006,0,0,-6.585443,27.55424,3.644138,-10.71649,44.86555,6.000459,-15.28041,62.85134,16.303,0,0,0,0,0,-0.000045,-2.365261,4.747448,0.421241,-3.789,8.197752,0.95576,-5.937136,13.35001,3.168762,0,0,0,0,0,0,69.94798,-18.3054,-59.93396,60.59109,-6.033629,-49.6906,86.35103,-24.47113,-70.21486,0,0,0,0,0,0,102.7045,1571.65,182.3741,148.0391,2316.974,274.4167,297.992,3193.228,548.2059,0,0,0,0,0,0,-327.8376,1919.8,326.4892,-516.1173,3039.6,520.1232,-633.4382,4207.21,1111.636,0,0,0,-0.000335,0.00001,0,-395.1266,1653.254,218.6483,-642.9891,2691.933,360.0275,-916.8245,3771.08,978.1801,0,0,0,0,0,-0.002682,-141.9156,284.8469,25.27446,-227.34,491.8651,57.34562,-356.2281,801.0007,190.1257,8.698621,11.4347,12.91587,14.17484,-3.173545,46.20945,44.67369,-34.30046,7.987556,4.543209,0.772531,9.981642,0.43341,6.37772,0.126669,15.88784,-4.079623,5.416491,0.197824,20.51731,-17.17058,12.24183,1.85393,12.4215,3.535266,16.46461,5.979537,-0.359802,-29.7139,-307.3364,47.5388,-106.0093,-87.95306,-381.6307,-4.269282,-161.8096,-76.18987,-354.5032,-2.124421,-171.2123,-28.05851,-83.02579,-33.15285,-58.80752,11848.99,-164378.3,-160107.7,123438.5,-32320.87,-53235.92,2923.544,-48655.02,-12114.64,-68755.47,-968.3214,-76613.36,5543.858,-62039.75,-967.095,-94407.77,58447.05,-54033.67,-10652.49,-51774.28
2,33.33333,00:00:00:033,0,0,0,2.512528,-0.978382,1.854603,6.050684,-0.763916,5.858445,6.757216,-2.83574,8.988996,8.608854,-3.185031,11.5931,2.145132,0.012838,2.288352,3.605461,0.004286,9.291883,4.238615,0.005515,14.21064,4.590032,-0.058543,16.96569,4.876681,-0.470896,19.35202,0.59655,0.110736,2.296674,1.028007,0.217537,10.26065,0.976857,0.137006,15.13543,0.947217,0.088407,17.94809,0.891824,-0.485269,20.16115,-0.74827,0.001735,2.303988,-1.215744,0.014135,9.699835,-1.686105,-0.053678,14.17727,-1.980167,-0.103484,16.97475,-2.220896,-0.850979,19.09958,-1.943712,-0.121182,2.310502,-3.211245,-0.218814,8.967371,-4.189363,-0.780705,12.15342,-4.685698,-1.190396,13.80232,-5.16449,-1.9604,15.48975,0,0,0,-28.51846,31.55564,-42.60789,15.90085,31.55564,-42.60789,-18.05915,31.55563,-42.60789,-18.05915,31.55563,-42.60789,0.068498,11.77817,0,-0.377304,7.325256,-2.845374,0.959769,7.325251,-2.845374,9.384009,7.325255,-2.845376,9.384009,7.325255,-2.845376,-0.767195,3.101027,0,0.980638,-0.5435,-3.427798,1.024161,-0.5435,-3.427799,14.58729,-0.5435,-3.427799,14.58729,-0.5435,-3.427799,-0.095875,-3.616721,0,1.009209,-5.974226,-1.402441,1.160691,-5.974224,-1.402441,19.41926,-5.974225,-1.40244,19.41926,-5.974225,-1.40244,0.825436,-10.78062,0,8.147102,-17.77317,4.749415,11.97273,-17.77317,4.749415,22.32669,-17.77317,4.749414,22.32669,-17.77317,4.749414,0,0,0,0,0,0,1.094453,-0.50354,-0.935353,2.24626,0.155591,-0.754327,2.70389,-0.313237,-1.140833,0,0,0,0,0,0,-1.398414,23.43653,1.110166,-2.176612,34.91319,1.878351,-1.590394,48.59177,4.857033,0,0,0,0,0,0,-3.187778,27.66453,1.754522,-5.010869,43.86542,2.806127,-5.947049,61.63474,8.712351,0,0,0,0.000006,0,0,-8.288058,21.36302,0.430495,-13.4625,34.84477,0.748157,-17.34752,49.80258,6.642759,0,0,0,-0.000022,0,0,-3.61184,7.669776,0.432283,-5.046598,8.10026,0.119269,-7.505692,12.26937,1.448393,0,0,0,0,0,0,-4.280805,-11.90699,3.81276,74.18452,15.36906,4.431012,75.88236,5.676897,1.764894,0,0,0,0,0,0,-186.6093,-165.4586,-115.7641,-278.6359,-222.1831,-161.7157,-393.4157,-277.7216,-256.7839,0,0,0,0,0,0,136.571,-259.9284,-221.2178,215.4652,-407.6745,-351.7556,276.6152,-509.1265,-588.895,0,0,0,0.000671,-0.00001,0,-102.1569,-371.4729,-192.8186,-164.7608,-601.2466,-315.1381,-124.0267,-782.9253,-579.6145,0,0,0,-0.001341,0,0.002682,-74.79472,175.3397,0.662506,-75.45589,-5.849585,-50.18949,-94.11332,-64.83837,-103.2221,9.027541,11.84284,13.38202,14.36623,-3.066118,46.46672,44.4193,-33.96,7.334892,0,1.336913,8.424222,-0.544646,0.946467,0.044235,13.56311,-5.975862,0.86773,0.150658,18.25855,-17.86223,10.00182,3.825615,10.35395,6.445598,15.43625,-15.26344,20.4277,-39.15985,-272.5925,33.8629,-93.44518,-58.68335,-325.8752,-4.946049,-139.4834,-113.7743,-272.9257,-2.829939,-135.5253,-41.49902,-134.4006,118.3011,-124.0529,174.6199,-61.70202,-1274.579,1247.25,-566.7571,2084.635,-820.554,753.8475,1756.183,3345.331,-40.60601,1339.569,-2255.065,4894.652,-42.33105,2141.221,-806.4307,-3082.488,9087.235,-3914.724
3,50,00:00:00:050,0,0,0,2.512528,-0.978382,1.854603,6.062064,-0.83035,5.851374,6.842002,-2.861856,8.990909,8.728169,-3.200179,11.57157,2.145132,0.012838,2.288352,3.605461,0.004286,9.291883,4.212572,0.310868,14.20437,4.551001,0.373579,16.96107,4.840693,0.133236,19.37044,0.59655,0.110736,2.296674,1.028007,0.217537,10.26065,0.917385,0.466526,15.12875,0.853498,0.609182,17.93763,0.773823,0.239708,20.19306,-0.74827,0.001735,2.303988,-1.215744,0.014135,9.699835,-1.792253,0.202412,14.16138,-2.152587,0.314957,16.94928,-2.445191,-0.237359,19.12664,-1.943712,-0.121182,2.310502,-3.211244,-0.218814,8.967371,-4.222919,-0.710112,12.15461,-4.733418,-1.11579,13.80017,-5.236282,-1.844615,15.49885,0,0,0,-28.26655,31.93938,-43.07756,14.41861,31.93938,-43.07756,-18.89869,31.93938,-43.07758,-18.89869,31.93938,-43.07758,0.068498,11.77817,0,-3.688631,6.970946,-1.18341,-1.43737,6.970953,-1.183411,5.513673,6.970951,-1.18341,5.513673,6.970951,-1.18341,-0.767195,3.101027,0,-2.846015,-1.470922,-3.355086,-2.825429,-1.470924,-3.355086,9.399928,-1.470922,-3.355086,9.399928,-1.470922,-3.355086,-0.095875,-3.616722,0,-2.267971,-7.403223,-1.000522,-2.164077,-7.403221,-1.000522,14.24294,-7.403222,-1.000522,14.24294,-7.403222,-1.000522,0.825435,-10.78062,0,6.99094,-18.18077,4.447417,11.89602,-18.18077,4.447418,21.03659,-18.18077,4.447418,21.03659,-18.18077,4.447418,0,0,0,0,0,0,0.682801,-3.98607,-0.424258,5.087167,-1.566947,0.114754,7.158905,-0.908889,-1.291484,0,0,0,0,0,0,-1.562566,18.3212,-0.376493,-2.341859,25.92729,-0.277162,-2.159267,36.24789,1.105606,0,0,0,0,0,0,-3.568305,19.77123,-0.400901,-5.623161,31.24649,-0.627458,-7.080057,43.49857,1.914739,0,0,0,0,0,0,-6.368894,15.36539,-0.952989,-10.34519,25.10641,-1.528233,-13.45769,36.81721,1.624078,0,0,0,0.000022,0.000003,0.000045,-2.013333,4.235571,0.071347,-2.86328,4.476333,-0.128925,-4.307538,6.947067,0.546098,0,0,0,0,0,0,-24.69912,-208.9518,30.66569,170.4544,-103.3522,52.14482,267.3008,-35.73909,-9.039043,0,0,0,0,0,0,-9.849076,-306.9199,-89.19953,-9.914784,-539.154,-129.3307,-34.13244,-740.6328,-225.0856,0,0,0,0,0,0,-22.83163,-473.5983,-129.3254,-36.73755,-757.1356,-206.0151,-67.98042,-1088.17,-407.8567,0,0,0,-0.000335,0,0,115.1499,-359.8575,-83.009,187.0385,-584.3015,-136.5834,233.3896,-779.1223,-301.1208,0,0,0,0.002682,0.000168,0.002682,95.91042,-206.0523,-21.65615,130.9991,-217.4356,-14.89162,191.8892,-319.3384,-54.13771,9.329873,12.22434,13.80947,14.56939,-2.121172,46.6083,42.68515,-33.31728,6.97187,-3.571113,2.25125,6.951047,-1.473128,-2.927972,0.019782,12.22534,-7.404673,-2.416461,0.100871,16.407,-18.26018,8.762912,4.905045,9.140564,56.69677,8.494949,-104.049,38.56315,-21.78134,-214.2668,54.86024,-88.39047,-55.70893,-232.4663,-1.467139,-80.26645,-85.72869,-197.0514,-2.987238,-111.0932,-23.87695,-74.33429,64.7658,-72.80296,3015.07,-416.4779,-5327.132,1088.127,1042.711,3499.544,1259.841,303.2826,178.4651,5604.53,208.7346,3553.02,1682.736,4552.455,-9.43797,1465.927,1057.324,3603.979,-3212.117,3074.997
