frame,timestamp,CMC_pos_x,CMC_pos_y,CMC_pos_z,CMC_rot_x,CMC_rot_y,CMC_rot_z,CMC_rot_w,MCP_pos_x,MCP_pos_y,MCP_pos_z,MCP_rot_x,MCP_rot_y,MCP_rot_z,MCP_rot_w,IP_pos_x,IP_pos_y,IP_pos_z,IP_rot_x,IP_rot_y,IP_rot_z,IP_rot_w,Tip_pos_x,Tip_pos_y,Tip_pos_z,Tip_rot_x,Tip_rot_y,Tip_rot_z,Tip_rot_w
87,1765888722072,0.0241747,0.0172301,-0.00417916,0.919866,-0.239775,-0.0504559,-0.30628,0.0419862,-0,0,7.82311e-08,0.0115138,-1.49012e-08,0.999934,0.0299928,-0,0,-5.02914e-08,0.312011,1.3411e-07,0.950078,0.0252377,-0,0,0,0,0,1
88,1765888722106,0.0241747,0.0172301,-0.00417916,0.919726,-0.235019,-0.0464688,-0.310984,0.0419862,-0,0,6.33299e-08,0.0127237,-2.98023e-08,0.999919,0.0299928,-0,0,3.1665e-08,0.306328,4.47035e-08,0.951926,0.0252377,-0,0,0,0,0,1
89,1765888722139,0.0241747,0.0172301,-0.00417916,0.929754,-0.212531,-0.0412414,-0.297805,0.0419862,-0,0,-1.30385e-08,0.01152,-4.47035e-08,0.999934,0.0299928,-0,0,2.23517e-08,0.225772,7.45058e-08,0.97418,0.0252377,-0,0,0,0,0,1
90,1765888722172,0.0241747,0.0172301,-0.00417916,0.944942,-0.154282,-0.0471271,-0.284712,0.0419862,-0,0,8.47504e-08,0.0067067,0,0.999978,0.0299928,-0,0,-4.09782e-08,0.105939,1.49012e-08,0.994373,0.0252377,-0,0,0,0,0,1
91,1765888722205,0.0241747,0.0172301,-0.00417916,0.944756,-0.082825,-0.0477168,-0.313528,0.0419862,-0,0,-1.07102e-08,0.00153754,1.49012e-08,0.999999,0.0299928,-0,0,-2.8871e-08,0.0237209,-1.49012e-08,0.999719,0.0252377,-0,0,0,0,0,1
92,1765888722239,0.0241747,0.0172301,-0.00417916,0.931612,-0.0285033,-0.0399727,-0.360124,0.0419862,-0,0,4.00469e-08,-0.0010574,3.72529e-09,0.999999,0.0299928,-0,0,2.93367e-08,-0.0169185,2.23517e-08,0.999857,0.0252377,-0,0,0,0,0,1
93,1765888722272,0.0241747,0.0172301,-0.00417916,0.911478,0.0295811,-0.0384456,-0.408479,0.0419862,-0,0,-7.74162e-09,-0.00468478,-7.45058e-09,0.999989,0.0299928,-0,0,-3.86499e-08,-0.0706617,9.31323e-10,0.9975,0.0252377,-0,0,0,0,0,1
94,1765888722305,0.0241747,0.0172301,-0.00417916,0.892223,0.0738254,-0.0443394,-0.443307,0.0419862,-0,0,5.96046e-08,-0.00838536,3.72529e-09,0.999965,0.0299928,-0,0,-5.6345e-08,-0.134415,4.09782e-08,0.990925,0.0252377,-0,0,0,0,0,1
95,1765888722339,0.0241747,0.0172301,-0.00417916,0.884329,0.0957589,-0.0472617,-0.454487,0.0419862,-0,0,5.07571e-08,-0.0103377,-2.23517e-08,0.999947,0.0299928,-0,0,-7.82311e-08,-0.179307,9.68576e-08,0.983793,0.0252377,-0,0,0,0,0,1
96,1765888722372,0.0241747,0.0172301,-0.00417916,0.869261,0.112782,-0.0413153,-0.479539,0.0419862,-0,0,1.30385e-08,-0.0106036,-2.98023e-08,0.999944,0.0299928,-0,0,-8.00937e-08,-0.197869,7.45058e-09,0.980228,0.0252377,-0,0,0,0,0,1
97,1765888722405,0.0241747,0.0172301,-0.00417916,0.859695,0.119873,-0.0287987,-0.495707,0.0419862,-0,0,1.0943e-08,-0.0108119,1.49012e-08,0.999942,0.0299928,-0,0,1.02445e-07,-0.203428,-5.96046e-08,0.97909,0.0252377,-0,0,0,0,0,1
98,1765888722438,0.0241747,0.0172301,-0.00417916,0.85412,0.115392,-0.0166749,-0.506839,0.0419862,-0,0,3.67872e-08,-0.0109038,7.45058e-09,0.999941,0.0299928,-0,0,-3.86499e-08,-0.201974,3.72529e-08,0.979391,0.0252377,-0,0,0,0,0,1
99,1765888722472,0.0241747,0.0172301,-0.00417916,0.856423,0.108279,-0.0122986,-0.504642,0.0419862,-0,0,-8.78936e-08,-0.0106972,7.45058e-09,0.999943,0.0299928,-0,0,5.6345e-08,-0.196568,1.49012e-08,0.98049,0.0252377,-0,0,0,0,0,1
100,1765888722505,0.0241747,0.0172301,-0.00417916,0.863644,0.103733,-0.0141335,-0.493111,0.0419862,-0,0,-5.39003e-08,-0.0112168,-7.45058e-09,0.999937,0.0299928,-0,0,2.32831e-09,-0.203752,1.49012e-08,0.979023,0.0252377,-0,0,0,0,0,1
101,1765888722538,0.0241747,0.0172301,-0.00417916,0.879209,0.103808,-0.0405988,-0.463214,0.0419862,-0,0,-2.18861e-08,-0.013131,-5.96046e-08,0.999914,0.0299928,-0,0,-3.72529e-08,-0.245363,1.11759e-07,0.969431,0.0252377,-0,0,0,0,0,1
102,1765888722571,0.0241747,0.0172301,-0.00417916,0.897833,0.100898,-0.0724413,-0.422454,0.0419862,-0,0,-1.27126e-07,-0.015536,4.47035e-08,0.999879,0.0299928,-0,0,-3.72529e-09,-0.295138,-3.72529e-08,0.955455,0.0252377,-0,0,0,0,0,1
103,1765888722604,0.0241747,0.0172301,-0.00417916,0.925548,0.0808554,-0.120454,-0.349733,0.0419862,-0,0,5.30854e-08,-0.0176434,6.70552e-08,0.999844,0.0299928,-0,0,-3.1665e-08,-0.325542,-1.00583e-07,0.945528,0.0252377,-0,0,0,0,0,1
104,1765888722638,0.0241747,0.0172301,-0.00417916,0.937086,0.0632816,-0.160624,-0.303423,0.0419862,-0,0,-2.51457e-08,-0.0196315,2.23517e-08,0.999807,0.0299928,-0,0,0,-0.360295,1.49012e-08,0.932838,0.0252377,-0,0,0,0,0,1
105,1765888722671,0.0241747,0.0172301,-0.00417916,0.946106,0.0530956,-0.206546,-0.243726,0.0419862,-0,0,4.65661e-08,-0.0195421,2.6077e-08,0.999809,0.0299928,-0,0,1.49012e-08,-0.380861,-4.09782e-08,0.924632,0.0252377,-0,0,0,0,0,1
106,1765888722704,0.0241747,0.0172301,-0.00417916,0.946856,0.0498747,-0.235621,-0.21321,0.0419862,-0,0,-2.23517e-08,-0.0196392,-6.14673e-08,0.999807,0.0299928,-0,0,4.09782e-08,-0.401073,3.72529e-08,0.916046,0.0252377,-0,0,0,0,0,1
107,1765888722737,0.0241747,0.0172301,-0.00417916,0.943775,0.0517384,-0.250814,-0.209055,0.0419862,-0,0,-4.84288e-08,-0.019638,2.04891e-08,0.999807,0.0299928,-0,0,-2.6077e-08,-0.430157,2.6077e-08,0.902754,0.0252377,-0,0,0,0,0,1
108,1765888722770,0.0241747,0.0172301,-0.00417916,0.943435,0.0538842,-0.256152,-0.203501,0.0419862,-0,0,3.25963e-08,-0.0201004,2.6077e-08,0.999798,0.0299928,-0,0,-4.09782e-08,-0.44373,6.33299e-08,0.896161,0.0252377,-0,0,0,0,0,1
109,1765888722804,0.0241747,0.0172301,-0.00417916,0.942934,0.0563033,-0.260666,-0.199393,0.0419862,-0,0,-2.8871e-08,-0.0200948,0,0.999798,0.0299928,-0,0,-3.72529e-09,-0.452941,5.58794e-08,0.89154,0.0252377,-0,0,0,0,0,1
110,1765888722837,0.0241747,0.0172301,-0.00417916,0.942296,0.0592767,-0.263986,-0.197168,0.0419862,-0,0,-2.79397e-09,-0.0197176,-5.58794e-08,0.999806,0.0299928,-0,0,-2.6077e-08,-0.455555,1.04308e-07,0.890208,0.0252377,-0,0,0,0,0,1
111,1765888722870,0.0241747,0.0172301,-0.00417916,0.941856,0.0620946,-0.2652,-0.196775,0.0419862,-0,0,-2.04891e-08,-0.0195077,-1.11759e-08,0.99981,0.0299928,-0,0,-1.11759e-08,-0.456147,-7.45058e-09,0.889904,0.0252377,-0,0,0,0,0,1
112,1765888722903,0.0241747,0.0172301,-0.00417916,0.942631,0.0665617,-0.264531,-0.192457,0.0419862,-0,0,2.23517e-08,-0.0187876,3.72529e-09,0.999824,0.0299928,-0,0,2.98023e-08,-0.446519,-7.07805e-08,0.894774,0.0252377,-0,0,0,0,0,1
113,1765888722937,0.0241747,0.0172301,-0.00417916,0.943846,0.0752277,-0.253998,-0.197436,0.0419862,-0,0,3.91155e-08,-0.0184911,5.21541e-08,0.999829,0.0299928,-0,0,-7.45058e-09,-0.408185,-4.09782e-08,0.912899,0.0252377,-0,0,0,0,0,1
114,1765888722970,0.0241747,0.0172301,-0.00417916,0.944079,0.0728812,-0.211859,-0.241904,0.0419862,-0,0,3.44589e-08,-0.0175185,-1.11759e-08,0.999847,0.0299928,-0,0,-2.23517e-08,-0.336206,2.23517e-08,0.941788,0.0252377,-0,0,0,0,0,1
115,1765888723003,0.0241747,0.0172301,-0.00417916,0.903882,0.0621011,-0.11527,-0.40725,0.0419862,-0,0,1.01049e-07,-0.0159256,-6.51926e-08,0.999873,0.0299928,-0,0,-5.58794e-08,-0.264024,1.49012e-07,0.964516,0.0252377,-0,0,0,0,0,1
116,1765888723037,0.0241747,0.0172301,-0.00417916,0.850164,0.080646,-0.00320135,-0.520295,0.0419862,-0,0,-9.82545e-08,-0.0104882,-3.72529e-09,0.999945,0.0299928,-0,0,-1.07102e-08,-0.159504,2.98023e-08,0.987197,0.0252377,-0,0,0,0,0,1
117,1765888723070,0.0241747,0.0172301,-0.00417916,0.832467,0.0883653,0.0356031,-0.545823,0.0419862,-0,0,-8.801e-08,-0.00929948,1.11759e-08,0.999957,0.0299928,-0,0,-7.43894e-08,-0.145113,7.45058e-08,0.989415,0.0252377,-0,0,0,0,0,1
118,1765888723103,0.0241747,0.0172301,-0.00417916,0.827817,0.0857142,0.04862,-0.552275,0.0419862,-0,0,7.19447e-08,-0.00826839,-7.45058e-09,0.999966,0.0299928,-0,0,2.91038e-08,-0.132674,7.45058e-09,0.99116,0.0252377,-0,0,0,0,0,1
119,1765888723136,0.0241747,0.0172301,-0.00417916,0.823942,0.0821492,0.0540022,-0.55808,0.0419862,-0,0,1.18511e-07,-0.00776308,3.35276e-08,0.99997,0.0299928,-0,0,-3.72529e-09,-0.125329,-1.49012e-08,0.992115,0.0252377,-0,0,0,0,0,1
120,1765888723170,0.0241747,0.0172301,-0.00417916,0.815397,0.085819,0.0593492,-0.569421,0.0419862,-0,0,2.93367e-08,-0.00872627,-1.49012e-08,0.999962,0.0299928,-0,0,5.4948e-08,-0.13606,3.72529e-09,0.990701,0.0252377,-0,0,0,0,0,1
121,1765888723203,0.0241747,0.0172301,-0.00417916,0.811232,0.0884054,0.0607297,-0.574803,0.0419862,-0,0,-7.82311e-08,-0.00848741,-1.11759e-08,0.999964,0.0299928,-0,0,1.76951e-08,-0.138888,5.21541e-08,0.990308,0.0252377,-0,0,0,0,0,1
122,1765888723236,0.0241747,0.0172301,-0.00417916,0.810124,0.0886525,0.0597316,-0.57643,0.0419862,-0,0,-1.25961e-07,-0.00816141,-2.98023e-08,0.999967,0.0299928,-0,0,-4.19095e-08,-0.133999,1.49012e-08,0.990981,0.0252377,-0,0,0,0,0,1
123,1765888723269,0.0241747,0.0172301,-0.00417916,0.82094,0.0877727,0.0536501,-0.561671,0.0419862,-0,0,8.03266e-08,-0.00766797,-1.11759e-08,0.999971,0.0299928,-0,0,4.05125e-08,-0.124023,-2.23517e-08,0.992279,0.0252377,-0,0,0,0,0,1
124,1765888723302,0.0241747,0.0172301,-0.00417916,0.850044,0.0864198,0.0220927,-0.519104,0.0419862,-0,0,-4.88653e-08,-0.00736426,-3.72529e-09,0.999973,0.0299928,-0,0,1.54541e-08,-0.11292,7.45058e-09,0.993604,0.0252377,-0,0,0,0,0,1
125,1765888723336,0.0241747,0.0172301,-0.00417916,0.891493,0.0864551,-0.0296892,-0.443716,0.0419862,-0,0,-1.19209e-07,-0.00906569,3.72529e-09,0.999959,0.0299928,-0,0,1.48546e-07,-0.138689,2.6077e-08,0.990336,0.0252377,-0,0,0,0,0,1
126,1765888723369,0.0241747,0.0172301,-0.00417916,0.915878,0.096588,-0.0797827,-0.38141,0.0419862,-0,0,-6.42613e-08,-0.0116974,1.49012e-08,0.999932,0.0299928,-0,0,4.47035e-08,-0.191152,-5.21541e-08,0.98156,0.0252377,-0,0,0,0,0,1
127,1765888723402,0.0241747,0.0172301,-0.00417916,0.932334,0.125608,-0.169816,-0.293492,0.0419862,-0,0,-4.09782e-08,-0.0132986,-2.23517e-08,0.999912,0.0299928,-0,0,4.47035e-08,-0.257213,-5.96046e-08,0.966355,0.0252377,-0,0,0,0,0,1
128,1765888723435,0.0241747,0.0172301,-0.00417916,0.931936,0.150198,-0.231313,-0.235437,0.0419862,-0,0,-2.98023e-08,-0.0124716,-3.72529e-08,0.999922,0.0299928,-0,0,1.86264e-08,-0.284739,8.19564e-08,0.958605,0.0252377,-0,0,0,0,0,1
129,1765888723469,0.0241747,0.0172301,-0.00417916,0.925937,0.156341,-0.255556,-0.229976,0.0419862,-0,0,-2.98023e-08,-0.01183,-1.49012e-08,0.99993,0.0299928,-0,0,8.19564e-08,-0.304465,2.98023e-08,0.952523,0.0252377,-0,0,0,0,0,1
130,1765888723502,0.0241747,0.0172301,-0.00417916,0.924468,0.159507,-0.259593,-0.229187,0.0419862,-0,0,-4.09782e-08,-0.0117399,-2.98023e-08,0.999931,0.0299928,-0,0,3.72529e-08,-0.314808,1.49012e-07,0.949155,0.0252377,-0,0,0,0,0,1
131,1765888723535,0.0241747,0.0172301,-0.00417916,0.922857,0.160567,-0.261106,-0.23319,0.0419862,-0,0,3.35276e-08,-0.011689,1.49012e-08,0.999932,0.0299928,-0,0,-2.23517e-08,-0.318179,0,0.948031,0.0252377,-0,0,0,0,0,1
132,1765888723568,0.0241747,0.0172301,-0.00417916,0.921822,0.157868,-0.253493,-0.247108,0.0419862,-0,0,-9.68576e-08,-0.0117537,-1.49012e-08,0.999931,0.0299928,-0,0,2.23517e-08,-0.313202,4.47035e-08,0.949686,0.0252377,-0,0,0,0,0,1
133,1765888723601,0.0241747,0.0172301,-0.00417916,0.911969,0.14952,-0.20261,-0.323891,0.0419862,-0,0,-2.98023e-08,-0.0125558,1.2666e-07,0.999921,0.0299928,-0,0,1.86264e-08,-0.298632,-2.23517e-07,0.954368,0.0252377,-0,0,0,0,0,1
134,1765888723635,0.0241747,0.0172301,-0.00417916,0.871527,0.140178,-0.0927856,-0.460631,0.0419862,-0,0,1.11759e-08,-0.0132101,-7.45058e-09,0.999913,0.0299928,-0,0,8.19564e-08,-0.252627,2.23517e-08,0.967564,0.0252377,-0,0,0,0,0,1
135,1765888723668,0.0241747,0.0172301,-0.00417916,0.824504,0.126018,0.0141599,-0.551464,0.0419862,-0,0,1.69384e-08,-0.0110024,7.45058e-09,0.99994,0.0299928,-0,0,4.56348e-08,-0.177774,-4.47035e-08,0.984071,0.0252377,-0,0,0,0,0,1
136,1765888723701,0.0241747,0.0172301,-0.00417916,0.816927,0.110709,0.0547158,-0.563364,0.0419862,-0,0,-4.51691e-08,-0.00928165,-3.35276e-08,0.999957,0.0299928,-0,0,-3.3062e-08,-0.148525,4.47035e-08,0.988909,0.0252377,-0,0,0,0,0,1
137,1765888723735,0.0241747,0.0172301,-0.00417916,0.821097,0.103537,0.0615155,-0.557939,0.0419862,-0,0,1.0035e-07,-0.00874706,-4.09782e-08,0.999962,0.0299928,-0,0,4.56348e-08,-0.140649,1.11759e-08,0.990059,0.0252377,-0,0,0,0,0,1
138,1765888723768,0.0241747,0.0172301,-0.00417916,0.830056,0.0971716,0.0648979,-0.545301,0.0419862,-0,0,-9.35979e-08,-0.00822721,-7.45058e-09,0.999966,0.0299928,-0,0,5.82077e-08,-0.130895,7.45058e-09,0.991396,0.0252377,-0,0,0,0,0,1
139,1765888723801,0.0241747,0.0172301,-0.00417916,0.835142,0.0951718,0.0653826,-0.537778,0.0419862,-0,0,-7.82311e-08,-0.00815386,-1.49012e-08,0.999967,0.0299928,-0,0,1.3737e-07,-0.130472,-4.09782e-08,0.991452,0.0252377,-0,0,0,0,0,1
140,1765888723835,0.0241747,0.0172301,-0.00417916,0.837382,0.101779,0.0505703,-0.534674,0.0419862,-0,0,3.88827e-08,-0.00938645,-1.49012e-08,0.999956,0.0299928,-0,0,-1.86265e-09,-0.148042,1.86265e-08,0.988981,0.0252377,-0,0,0,0,0,1
141,1765888723868,0.0241747,0.0172301,-0.00417916,0.85393,0.115986,0.00901568,-0.507217,0.0419862,-0,0,-2.02563e-08,-0.0117457,2.98023e-08,0.999931,0.0299928,-0,0,-2.65427e-08,-0.18809,1.49012e-08,0.982152,0.0252377,-0,0,0,0,0,1
142,1765888723901,0.0241747,0.0172301,-0.00417916,0.887516,0.122972,-0.0531997,-0.440867,0.0419862,-0,0,-3.72529e-08,-0.0129804,-2.23517e-08,0.999916,0.0299928,-0,0,3.72529e-08,-0.218029,4.47035e-08,0.975942,0.0252377,-0,0,0,0,0,1
143,1765888723935,0.0241747,0.0172301,-0.00417916,0.906218,0.142557,-0.131328,-0.375766,0.0419862,-0,0,-6.14673e-08,-0.0142441,1.19209e-07,0.999899,0.0299928,-0,0,-4.84288e-08,-0.289684,-1.56462e-07,0.957122,0.0252377,-0,0,0,0,0,1
144,1765888723968,0.0241747,0.0172301,-0.00417916,0.914503,0.167219,-0.21047,-0.302364,0.0419862,-0,0,-2.6077e-08,-0.0125108,1.49012e-08,0.999922,0.0299928,-0,0,-2.98023e-08,-0.329223,3.72529e-08,0.944252,0.0252377,-0,0,0,0,0,1
145,1765888724001,0.0241747,0.0172301,-0.00417916,0.912924,0.177,-0.224675,-0.291139,0.0419862,-0,0,-1.49012e-08,-0.0120291,-5.96046e-08,0.999928,0.0299928,-0,0,-2.23517e-08,-0.330218,1.63913e-07,0.943905,0.0252377,-0,0,0,0,0,1
146,1765888724035,0.0241747,0.0172301,-0.00417916,0.909023,0.186581,-0.225664,-0.296547,0.0419862,-0,0,-5.58794e-08,-0.0114006,-1.49012e-08,0.999935,0.0299928,-0,0,9.68575e-08,-0.329338,5.96046e-08,0.944212,0.0252377,-0,0,0,0,0,1
147,1765888724068,0.0241747,0.0172301,-0.00417916,0.896189,0.200441,-0.209057,-0.336102,0.0419862,-0,0,5.21541e-08,-0.0109148,7.45058e-08,0.99994,0.0299928,-0,0,-5.96046e-08,-0.319341,-7.45058e-08,0.94764,0.0252377,-0,0,0,0,0,1
148,1765888724101,0.0241747,0.0172301,-0.00417916,0.88901,0.187152,-0.182303,-0.376032,0.0419862,-0,0,-1.49012e-08,-0.0118876,-1.49012e-08,0.999929,0.0299928,-0,0,-4.47035e-08,-0.296093,1.49012e-08,0.955159,0.0252377,-0,0,0,0,0,1
149,1765888724134,0.0241747,0.0172301,-0.00417916,0.905429,0.14711,-0.168361,-0.360848,0.0419862,-0,0,7.45058e-09,-0.013018,-4.47035e-08,0.999915,0.0299928,-0,0,3.72529e-08,-0.247974,1.11759e-07,0.968767,0.0252377,-0,0,0,0,0,1
150,1765888724168,0.0241747,0.0172301,-0.00417916,0.934639,0.0579873,-0.141882,-0.320868,0.0419862,-0,0,-5.44824e-08,-0.0091757,5.7742e-08,0.999958,0.0299928,-0,0,-6.70552e-08,-0.137963,-4.09782e-08,0.990437,0.0252377,-0,0,0,0,0,1
151,1765888724201,0.0241747,0.0172301,-0.00417916,0.947689,-0.0825738,-0.113934,-0.286508,0.0419862,-0,0,5.58794e-09,-0.000855178,7.45058e-09,1,0.0299928,-0,0,-5.68107e-08,-0.015713,-3.72529e-08,0.999877,0.0252377,-0,0,0,0,0,1
152,1765888724234,0.0241747,0.0172301,-0.00417916,0.925687,-0.186686,-0.0947611,-0.315075,0.0419862,-0,0,-1.11759e-08,0.00639997,-2.98023e-08,0.999979,0.0299928,-0,0,2.04891e-08,0.132722,-1.49012e-08,0.991153,0.0252377,-0,0,0,0,0,1
153,1765888724267,0.0241747,0.0172301,-0.00417916,0.910306,-0.227205,-0.0801373,-0.3366,0.0419862,-0,0,9.31322e-09,0.00982684,2.98023e-08,0.999952,0.0299928,-0,0,5.21541e-08,0.262516,-5.96046e-08,0.964928,0.0252377,-0,0,0,0,0,1
154,1765888724301,0.0241747,0.0172301,-0.00417916,0.903164,-0.24898,-0.0758017,-0.341405,0.0419862,-0,0,1.30385e-08,0.0106859,8.9407e-08,0.999943,0.0299928,-0,0,1.86265e-08,0.354393,-1.19209e-07,0.935097,0.0252377,-0,0,0,0,0,1
155,1765888724334,0.0241747,0.0172301,-0.00417916,0.899778,-0.254652,-0.0756131,-0.346171,0.0419862,-0,0,4.09782e-08,0.0109811,-2.98023e-08,0.99994,0.0299928,-0,0,-7.07805e-08,0.390657,2.98023e-08,0.920536,0.0252377,-0,0,0,0,0,1
156,1765888724367,0.0241747,0.0172301,-0.00417916,0.89985,-0.257767,-0.0742981,-0.343955,0.0419862,-0,0,-7.45058e-09,0.0103239,-1.19209e-07,0.999947,0.0299928,-0,0,-7.07805e-08,0.387311,7.45058e-08,0.921949,0.0252377,-0,0,0,0,0,1
157,1765888724401,0.0241747,0.0172301,-0.00417916,0.900465,-0.25816,-0.0748466,-0.341927,0.0419862,-0,0,2.23517e-08,0.0103236,1.19209e-07,0.999947,0.0299928,-0,0,5.21541e-08,0.38713,-1.3411e-07,0.922025,0.0252377,-0,0,0,0,0,1
158,1765888724434,0.0241747,0.0172301,-0.00417916,0.904267,-0.256451,-0.0735534,-0.333352,0.0419862,-0,0,5.21541e-08,0.0103506,2.08616e-07,0.999946,0.0299928,-0,0,3.72529e-08,0.371498,-1.49012e-07,0.928434,0.0252377,-0,0,0,0,0,1
159,1765888724467,0.0241747,0.0172301,-0.00417916,0.927563,-0.214617,-0.075516,-0.296419,0.0419862,-0,0,-6.33299e-08,0.00909208,0,0.999959,0.0299928,-0,0,-2.23517e-08,0.193866,-2.98023e-08,0.981028,0.0252377,-0,0,0,0,0,1
160,1765888724501,0.0241747,0.0172301,-0.00417916,0.948489,-0.12131,-0.108252,-0.27191,0.0419862,-0,0,1.49012e-08,4.98891e-05,-1.49012e-08,1,0.0299928,-0,0,3.72529e-08,0.00176188,2.98023e-08,0.999998,0.0252377,-0,0,0,0,0,1
161,1765888724534,0.0241747,0.0172301,-0.00417916,0.944364,-0.00191596,-0.154498,-0.290351,0.0419862,-0,0,-7.45058e-09,-0.00910726,-2.04891e-08,0.999959,0.0299928,-0,0,2.79397e-09,-0.138248,-2.98023e-08,0.990398,0.0252377,-0,0,0,0,0,1
162,1765888724567,0.0241747,0.0172301,-0.00417916,0.925357,0.102155,-0.189621,-0.311965,0.0419862,-0,0,-4.09782e-08,-0.013466,6.70552e-08,0.999909,0.0299928,-0,0,-2.23517e-08,-0.245342,-4.47035e-08,0.969437,0.0252377,-0,0,0,0,0,1
163,1765888724600,0.0241747,0.0172301,-0.00417916,0.903912,0.163694,-0.209168,-0.335255,0.0419862,-0,0,4.09782e-08,-0.0124937,-1.49012e-08,0.999922,0.0299928,-0,0,7.45058e-08,-0.302311,-1.11759e-07,0.953209,0.0252377,-0,0,0,0,0,1
164,1765888724633,0.0241747,0.0172301,-0.00417916,0.893649,0.184026,-0.205877,-0.353752,0.0419862,-0,0,-4.09782e-08,-0.0119434,1.49012e-08,0.999929,0.0299928,-0,0,-4.47035e-08,-0.318625,4.47035e-08,0.947881,0.0252377,-0,0,0,0,0,1
165,1765888724667,0.0241747,0.0172301,-0.00417916,0.890539,0.187519,-0.203738,-0.360926,0.0419862,-0,0,1.86265e-08,-0.0116933,-4.47035e-08,0.999932,0.0299928,-0,0,-5.96046e-08,-0.315,1.04308e-07,0.949091,0.0252377,-0,0,0,0,0,1
166,1765888724700,0.0241747,0.0172301,-0.00417916,0.890112,0.185738,-0.203402,-0.363083,0.0419862,-0,0,0,-0.0116522,2.98023e-08,0.999932,0.0299928,-0,0,-3.72529e-08,-0.310109,-2.98023e-08,0.950701,0.0252377,-0,0,0,0,0,1
167,1765888724733,0.0241747,0.0172301,-0.00417916,0.895385,0.172353,-0.198737,-0.359281,0.0419862,-0,0,5.58794e-08,-0.0119654,-5.96047e-08,0.999928,0.0299928,-0,0,-1.19209e-07,-0.288669,1.3411e-07,0.957429,0.0252377,-0,0,0,0,0,1
168,1765888724767,0.0241747,0.0172301,-0.00417916,0.922083,0.108778,-0.193896,-0.316754,0.0419862,-0,0,3.72529e-09,-0.0117939,0,0.99993,0.0299928,-0,0,-7.07805e-08,-0.212322,-7.45058e-09,0.9772,0.0252377,-0,0,0,0,0,1
169,1765888724800,0.0241747,0.0172301,-0.00417916,0.949241,-0.0133373,-0.179193,-0.258173,0.0419862,-0,0,-3.0268e-08,-0.00560689,-2.23517e-08,0.999984,0.0299928,-0,0,6.21658e-08,-0.0890065,-7.45058e-09,0.996031,0.0252377,-0,0,0,0,0,1
170,1765888724833,0.0241747,0.0172301,-0.00417916,0.942454,-0.151881,-0.159194,-0.251733,0.0419862,-0,0,-7.45058e-09,0.00229345,-1.49012e-08,0.999997,0.0299928,-0,0,-4.47035e-08,0.0518828,1.49012e-08,0.998653,0.0252377,-0,0,0,0,0,1
171,1765888724866,0.0241747,0.0172301,-0.00417916,0.927976,-0.22446,-0.135036,-0.265036,0.0419862,-0,0,1.49012e-08,0.00691292,-4.47035e-08,0.999976,0.0299928,-0,0,-2.98023e-08,0.192839,8.9407e-08,0.98123,0.0252377,-0,0,0,0,0,1
172,1765888724899,0.0241747,0.0172301,-0.00417916,0.909387,-0.259856,-0.119219,-0.302122,0.0419862,-0,0,-3.72529e-09,0.00895986,-2.98023e-08,0.99996,0.0299928,-0,0,6.33299e-08,0.319459,8.9407e-08,0.9476,0.0252377,-0,0,0,0,0,1
173,1765888724933,0.0241747,0.0172301,-0.00417916,0.902716,-0.272336,-0.111361,-0.313904,0.0419862,-0,0,0,0.00971682,1.19209e-07,0.999953,0.0299928,-0,0,-1.11759e-08,0.364896,-1.19209e-07,0.931048,0.0252377,-0,0,0,0,0,1
174,1765888724966,0.0241747,0.0172301,-0.00417916,0.901927,-0.278187,-0.107655,-0.312331,0.0419862,-0,0,-3.72529e-08,0.00949984,1.49012e-07,0.999955,0.0299928,-0,0,5.58794e-08,0.370237,-5.96046e-08,0.928937,0.0252377,-0,0,0,0,0,1
175,1765888725000,0.0241747,0.0172301,-0.00417916,0.904422,-0.280125,-0.105733,-0.303927,0.0419862,-0,0,-7.45058e-08,0.00934918,-8.9407e-08,0.999956,0.0299928,-0,0,7.82311e-08,0.358439,2.98023e-08,0.933553,0.0252377,-0,0,0,0,0,1
176,1765888725033,0.0241747,0.0172301,-0.00417916,0.914124,-0.26865,-0.101408,-0.286217,0.0419862,-0,0,7.82311e-08,0.00976609,0,0.999952,0.0299928,-0,0,-2.23517e-08,0.269601,-8.9407e-08,0.962972,0.0252377,-0,0,0,0,0,1
177,1765888725066,0.0241747,0.0172301,-0.00417916,0.940937,-0.217893,-0.112778,-0.233327,0.0419862,-0,0,3.72529e-09,0.00419682,1.49012e-08,0.999991,0.0299928,-0,0,-7.45058e-09,0.0804318,-1.49012e-08,0.99676,0.0252377,-0,0,0,0,0,1
178,1765888725100,0.0241747,0.0172301,-0.00417916,0.950253,-0.124354,-0.139129,-0.249394,0.0419862,-0,0,1.86265e-08,-0.00262877,-4.47035e-08,0.999997,0.0299928,-0,0,1.49012e-08,-0.0454403,7.45058e-08,0.998967,0.0252377,-0,0,0,0,0,1
179,1765888725133,0.0241747,0.0172301,-0.00417916,0.940387,-0.00392926,-0.182489,-0.286973,0.0419862,-0,0,-1.07102e-08,-0.00995095,-2.79397e-08,0.99995,0.0299928,-0,0,3.07336e-08,-0.156519,5.58794e-09,0.987675,0.0252377,-0,0,0,0,0,1
