frame,timestamp,node0_pos_x,node0_pos_y,node0_pos_z,node0_rot_x,node0_rot_y,node0_rot_z,node0_rot_w,node1_pos_x,node1_pos_y,node1_pos_z,node1_rot_x,node1_rot_y,node1_rot_z,node1_rot_w,node2_pos_x,node2_pos_y,node2_pos_z,node2_rot_x,node2_rot_y,node2_rot_z,node2_rot_w,node3_pos_x,node3_pos_y,node3_pos_z,node3_rot_x,node3_rot_y,node3_rot_z,node3_rot_w,node4_pos_x,node4_pos_y,node4_pos_z,node4_rot_x,node4_rot_y,node4_rot_z,node4_rot_w,node5_pos_x,node5_pos_y,node5_pos_z,node5_rot_x,node5_rot_y,node5_rot_z,node5_rot_w,node6_pos_x,node6_pos_y,node6_pos_z,node6_rot_x,node6_rot_y,node6_rot_z,node6_rot_w,node7_pos_x,node7_pos_y,node7_pos_z,node7_rot_x,node7_rot_y,node7_rot_z,node7_rot_w,node8_pos_x,node8_pos_y,node8_pos_z,node8_rot_x,node8_rot_y,node8_rot_z,node8_rot_w,node9_pos_x,node9_pos_y,node9_pos_z,node9_rot_x,node9_rot_y,node9_rot_z,node9_rot_w,node10_pos_x,node10_pos_y,node10_pos_z,node10_rot_x,node10_rot_y,node10_rot_z,node10_rot_w,node11_pos_x,node11_pos_y,node11_pos_z,node11_rot_x,node11_rot_y,node11_rot_z,node11_rot_w,node12_pos_x,node12_pos_y,node12_pos_z,node12_rot_x,node12_rot_y,node12_rot_z,node12_rot_w,node13_pos_x,node13_pos_y,node13_pos_z,node13_rot_x,node13_rot_y,node13_rot_z,node13_rot_w,node14_pos_x,node14_pos_y,node14_pos_z,node14_rot_x,node14_rot_y,node14_rot_z,node14_rot_w,node15_pos_x,node15_pos_y,node15_pos_z,node15_rot_x,node15_rot_y,node15_rot_z,node15_rot_w,node16_pos_x,node16_pos_y,node16_pos_z,node16_rot_x,node16_rot_y,node16_rot_z,node16_rot_w,node17_pos_x,node17_pos_y,node17_pos_z,node17_rot_x,node17_rot_y,node17_rot_z,node17_rot_w,node18_pos_x,node18_pos_y,node18_pos_z,node18_rot_x,node18_rot_y,node18_rot_z,node18_rot_w,node19_pos_x,node19_pos_y,node19_pos_z,node19_rot_x,node19_rot_y,node19_rot_z,node19_rot_w,node20_pos_x,node20_pos_y,node20_pos_z,node20_rot_x,node20_rot_y,node20_rot_z,node20_rot_w,node21_pos_x,node21_pos_y,node21_pos_z,node21_rot_x,node21_rot_y,node21_rot_z,node21_rot_w,node22_pos_x,node22_pos_y,node22_pos_z,node22_rot_x,node22_rot_y,node22_rot_z,node22_rot_w,node23_pos_x,node23_pos_y,node23_pos_z,node23_rot_x,node23_rot_y,node23_rot_z,node23_rot_w,node24_pos_x,node24_pos_y,node24_pos_z,node24_rot_x,node24_rot_y,node24_rot_z,node24_rot_w
1179,1765961289160,0,-0,0,0.822463,-0.281386,0.263439,0.418349,0.0241747,0.0172301,-0.00417916,0.880262,-0.287355,-0.108957,-0.361515,0.0419862,-0,0,1.11759e-07,0.0136978,0,0.999906,0.0299928,-0,0,-2.98023e-08,0.347845,-2.98023e-08,0.937552,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.138436,0.0336417,0.0522687,0.988419,0.0397413,-1.86322e-09,1.73499e-18,-4.97675e-09,-0.000227281,3.95812e-09,1,0.0222621,-0,0,1.08266e-08,-0.0629878,-1.86265e-09,0.998014,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.13705,0.164615,0.174743,0.961033,0.047809,-4.65661e-09,1.86265e-09,2.8871e-08,-0.00136307,-2.6077e-08,0.999999,0.0275853,-0,0,-1.97906e-08,-0.161837,2.23517e-08,0.986817,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135132,-0.0171121,-0.156196,0.978289,0.0700907,-0,-4.65661e-10,0.0616828,0.210461,0.197726,0.955409,0.0414577,-0,0,8.3819e-08,-0.00364876,-1.11759e-08,0.999993,0.0259039,-0,0,2.21189e-09,-0.129761,7.45058e-09,0.991545,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135562,0.0340287,-0.210634,0.966783,0.0683506,-0,0,0.100973,0.145995,0.297042,0.939692,0.0310657,-3.72529e-09,0,-5.58794e-09,0.000944024,1.04308e-07,1,0.0162693,-0,0,1.30385e-08,0.0453815,-4.65661e-08,0.99897,0.0176072,-0,0,0,0,0,1
1180,1765961289168,0,-0,0,0.8226,-0.281347,0.263435,0.418091,0.0241747,0.0172301,-0.00417916,0.880362,-0.287321,-0.109019,-0.361282,0.0419862,-0,0,4.47035e-08,0.0136934,-5.96047e-08,0.999906,0.0299928,-0,0,-4.84288e-08,0.347823,5.96047e-08,0.93756,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.138286,0.0340368,0.0521787,0.988431,0.0397413,-1.86322e-09,1.73499e-18,-5.93718e-09,-0.000229397,-1.42027e-08,1,0.0222621,-0,0,-9.08039e-09,-0.0630838,2.81725e-08,0.998008,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.135494,0.165062,0.174263,0.961264,0.047809,-4.65661e-09,1.86265e-09,2.14204e-08,-0.00159749,-2.04891e-08,0.999999,0.0275853,-0,0,3.07336e-08,-0.161428,2.98023e-08,0.986885,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135107,-0.0171155,-0.156199,0.978292,0.0700907,-0,-4.65661e-10,0.0637334,0.210927,0.197587,0.9552,0.0414577,-0,0,3.81842e-08,-0.00360624,4.84288e-08,0.999994,0.0259039,-0,0,2.29338e-08,-0.130267,-1.49012e-08,0.991479,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135539,0.0340202,-0.210639,0.966785,0.0683506,-0,0,0.098527,0.145115,0.297052,0.940075,0.0310657,-3.72529e-09,0,7.45058e-09,0.000940958,2.42144e-08,1,0.0162693,-0,0,2.42144e-08,0.0473257,2.04891e-08,0.998879,0.0176072,-0,0,0,0,0,1
1181,1765961289177,0,-0,0,0.822596,-0.281341,0.263448,0.418094,0.0241747,0.0172301,-0.00417916,0.880382,-0.287306,-0.109007,-0.361249,0.0419862,-0,0,-1.11759e-08,0.0136854,-5.96046e-08,0.999906,0.0299928,-0,0,-1.11759e-08,0.347775,8.9407e-08,0.937578,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.137172,0.0346321,0.0519888,0.988576,0.0397413,-1.86322e-09,1.73499e-18,1.3315e-08,-0.000178553,-2.09548e-09,1,0.0222621,-0,0,3.21306e-08,-0.0621027,9.31322e-10,0.99807,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.135578,0.165211,0.174139,0.961249,0.047809,-4.65661e-09,1.86265e-09,0,-0.00145009,2.6077e-08,0.999999,0.0275853,-0,0,6.28643e-09,-0.163467,-2.6077e-08,0.986549,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135095,-0.0171172,-0.156201,0.978293,0.0700907,-0,-4.65661e-10,0.0626733,0.210722,0.197645,0.955304,0.0414577,-0,0,0,-0.00330984,1.11759e-08,0.999995,0.0259039,-0,0,2.18861e-08,-0.131442,4.09782e-08,0.991324,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135528,0.0340157,-0.210642,0.966787,0.0683506,-0,0,0.0985564,0.14508,0.297121,0.940055,0.0310657,-3.72529e-09,0,-1.67638e-08,0.00103822,0,0.999999,0.0162693,-0,0,-1.02445e-08,0.0472056,1.30385e-08,0.998885,0.0176072,-0,0,0,0,0,1
1182,1765961289185,0,-0,0,0.822648,-0.281222,0.263653,0.417956,0.0241747,0.0172301,-0.00417916,0.880779,-0.287742,-0.108759,-0.360006,0.0419862,-0,0,-1.49012e-08,0.0135312,0,0.999908,0.0299928,-0,0,-5.96046e-08,0.343984,-8.9407e-08,0.938976,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.136452,0.0352372,0.0515758,0.988675,0.0397413,-1.86322e-09,1.73499e-18,2.44472e-09,-0.000252212,3.27127e-08,1,0.0222621,-0,0,2.82889e-08,-0.06191,-1.75787e-08,0.998082,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.139732,0.166218,0.173704,0.960559,0.047809,-4.65661e-09,1.86265e-09,2.42144e-08,-0.00144392,0,0.999999,0.0275853,-0,0,-2.95695e-08,-0.162286,9.31323e-09,0.986744,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135466,-0.0170658,-0.156155,0.97825,0.0700907,-0,-4.65661e-10,0.0624764,0.210923,0.197471,0.955308,0.0414577,-0,0,1.76951e-08,-0.00327688,1.11759e-08,0.999995,0.0259039,-0,0,4.08618e-08,-0.131049,1.11759e-08,0.991376,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135879,0.0341461,-0.210554,0.966747,0.0683506,-0,0,0.0995705,0.14525,0.297154,0.939923,0.0310657,-3.72529e-09,0,2.8871e-08,0.000940869,7.45058e-09,1,0.0162693,-0,0,-1.11759e-08,0.0470998,-7.63685e-08,0.99889,0.0176072,-0,0,0,0,0,1
1183,1765961289193,0,-0,0,0.822612,-0.280932,0.264129,0.417899,0.0241747,0.0172301,-0.00417916,0.881838,-0.287597,-0.10934,-0.357344,0.0419862,-0,0,4.84288e-08,0.0138334,2.98023e-08,0.999904,0.0299928,-0,0,2.98023e-08,0.341637,0,0.939832,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.136469,0.0354429,0.0515095,0.988669,0.0397413,-1.86322e-09,1.73499e-18,3.9945e-08,-0.000646746,1.10595e-08,1,0.0222621,-0,0,2.32831e-10,-0.061664,-4.30737e-09,0.998097,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.138246,0.166195,0.173261,0.960858,0.047809,-4.65661e-09,1.86265e-09,2.32831e-08,-0.00139591,1.11759e-08,0.999999,0.0275853,-0,0,-3.72529e-09,-0.160436,1.11759e-08,0.987046,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135539,-0.0170557,-0.156146,0.978242,0.0700907,-0,-4.65661e-10,0.0623698,0.211302,0.197412,0.955244,0.0414577,-0,0,-2.32831e-08,-0.00363407,0,0.999993,0.0259039,-0,0,4.94765e-08,-0.130898,1.11759e-08,0.991396,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135948,0.0341717,-0.210537,0.966739,0.0683506,-0,0,0.0995824,0.145216,0.2972,0.939914,0.0310657,-3.72529e-09,0,9.31323e-10,0.00103617,-3.35276e-08,0.999999,0.0162693,-0,0,-1.49012e-08,0.0470615,4.09782e-08,0.998892,0.0176072,-0,0,0,0,0,1
1184,1765961289202,0,-0,0,0.822487,-0.280553,0.264788,0.417924,0.0241747,0.0172301,-0.00417916,0.880444,-0.287314,-0.108975,-0.361101,0.0419862,-0,0,-2.23517e-08,0.0136685,0,0.999907,0.0299928,-0,0,-4.09782e-08,0.347745,-2.98023e-08,0.937589,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.136343,0.0354755,0.0514265,0.98869,0.0397413,-1.86322e-09,1.73499e-18,1.01572e-08,-0.000716994,-9.66247e-09,1,0.0222621,-0,0,-7.21775e-09,-0.0612986,1.29221e-08,0.998119,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.137911,0.166253,0.172979,0.960947,0.047809,-4.65661e-09,1.86265e-09,5.21541e-08,-0.00139459,2.6077e-08,0.999999,0.0275853,-0,0,-1.86265e-09,-0.161064,5.58794e-09,0.986944,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.1351,-0.0171164,-0.1562,0.978293,0.0700907,-0,-4.65661e-10,0.0627909,0.211659,0.197493,0.95512,0.0414577,-0,0,4.47035e-08,-0.0036814,-1.11759e-08,0.999993,0.0259039,-0,0,-1.21072e-08,-0.130882,1.49012e-08,0.991398,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135533,0.0340178,-0.210641,0.966786,0.0683506,-0,0,0.0997002,0.145741,0.297274,0.939791,0.0310657,-3.72529e-09,0,-2.42144e-08,0.000945564,0,1,0.0162693,-0,0,4.65661e-08,0.0457513,1.86265e-09,0.998953,0.0176072,-0,0,0,0,0,1
1185,1765961289210,0,-0,0,0.822354,-0.280257,0.265413,0.418,0.0241747,0.0172301,-0.00417916,0.880476,-0.287289,-0.108958,-0.361046,0.0419862,-0,0,3.72529e-08,0.0136582,-1.49012e-07,0.999907,0.0299928,-0,0,-1.15484e-07,0.347613,1.49012e-07,0.937638,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.137912,0.0352915,0.0515444,0.988473,0.0397413,-1.86322e-09,1.73499e-18,2.23372e-08,-0.000223499,3.25963e-09,1,0.0222621,-0,0,8.14907e-10,-0.059719,8.49832e-09,0.998215,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.133914,0.165545,0.172902,0.961648,0.047809,-4.65661e-09,1.86265e-09,3.39933e-08,-0.000950464,-7.45058e-09,1,0.0275853,-0,0,3.39933e-08,-0.161087,5.58793e-09,0.98694,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135069,-0.0171207,-0.156204,0.978296,0.0700907,-0,-4.65661e-10,0.0647502,0.211909,0.197392,0.954955,0.0414577,-0,0,1.11759e-08,-0.00330572,1.86265e-08,0.999995,0.0259039,-0,0,4.65661e-08,-0.131977,-1.49012e-08,0.991253,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135503,0.0340068,-0.210648,0.966789,0.0683506,-0,0,0.0995597,0.145671,0.297315,0.939803,0.0310657,-3.72529e-09,0,5.68107e-08,0.00104796,-1.35973e-07,0.999999,0.0162693,-0,0,-4.09782e-08,0.0455973,1.39698e-07,0.99896,0.0176072,-0,0,0,0,0,1
1186,1765961289219,0,-0,0,0.822268,-0.280172,0.265632,0.418034,0.0241747,0.0172301,-0.00417916,0.880474,-0.287251,-0.108928,-0.361091,0.0419862,-0,0,-3.72529e-08,0.013656,0,0.999907,0.0299928,-0,0,7.45058e-09,0.347553,-8.9407e-08,0.937661,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.138568,0.0354946,0.0514433,0.988379,0.0397413,-1.86322e-09,1.73499e-18,-3.37313e-08,-0.00028643,2.5495e-08,1,0.0222621,-0,0,-2.71248e-08,-0.0604957,-3.74857e-08,0.998168,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.138247,0.166509,0.172734,0.960898,0.047809,-4.65661e-09,1.86265e-09,-3.30619e-08,-0.00145679,0,0.999999,0.0275853,-0,0,2.46801e-08,-0.162298,-1.30385e-08,0.986742,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135039,-0.0171249,-0.156208,0.9783,0.0700907,-0,-4.65661e-10,0.0649222,0.212121,0.197352,0.954904,0.0414577,-0,0,3.72529e-09,-0.00366802,1.86265e-08,0.999993,0.0259039,-0,0,3.95812e-09,-0.13174,-1.86265e-08,0.991284,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135475,0.0339962,-0.210655,0.966793,0.0683506,-0,0,0.100913,0.146231,0.297357,0.939564,0.0310657,-3.72529e-09,0,-4.00469e-08,0.00104313,-9.31322e-09,0.999999,0.0162693,-0,0,1.21072e-08,0.044042,3.53903e-08,0.99903,0.0176072,-0,0,0,0,0,1
1187,1765961289227,0,-0,0,0.822272,-0.280174,0.265626,0.41803,0.0241747,0.0172301,-0.00417916,0.880852,-0.287636,-0.108714,-0.359927,0.0419862,-0,0,-4.09782e-08,0.013544,0,0.999908,0.0299928,-0,0,2.6077e-08,0.343658,0,0.939095,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.135765,0.0355295,0.0509814,0.98879,0.0397413,-1.86322e-09,1.73499e-18,4.77303e-09,-0.000189831,3.94648e-08,1,0.0222621,-0,0,9.31323e-10,-0.061745,-6.12345e-08,0.998092,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.136543,0.166408,0.172378,0.961223,0.047809,-4.65661e-09,1.86265e-09,4.88944e-08,-0.00165097,1.30385e-08,0.999999,0.0275853,-0,0,-1.83936e-08,-0.16242,9.31323e-09,0.986722,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135366,-0.0170797,-0.156167,0.978262,0.0700907,-0,-4.65661e-10,0.06463,0.212016,0.19726,0.954966,0.0414577,-0,0,-1.58325e-08,-0.00366293,-1.11759e-08,0.999993,0.0259039,-0,0,1.47847e-08,-0.131573,-7.45058e-09,0.991307,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135784,0.0341108,-0.210578,0.966758,0.0683506,-0,0,0.101126,0.145991,0.297252,0.939617,0.0310657,-3.72529e-09,0,7.45058e-09,0.000942262,-3.91156e-08,1,0.0162693,-0,0,5.58794e-09,0.045446,2.6077e-08,0.998967,0.0176072,-0,0,0,0,0,1
1188,1765961289235,0,-0,0,0.822362,-0.280265,0.265437,0.417948,0.0241747,0.0172301,-0.00417916,0.880854,-0.287644,-0.108713,-0.359915,0.0419862,-0,0,7.45058e-08,0.0135411,5.96047e-08,0.999908,0.0299928,-0,0,-3.72529e-09,0.343658,0,0.939095,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.138526,0.0356445,0.0511791,0.988393,0.0397413,-1.86322e-09,1.73499e-18,2.44763e-08,-0.000200687,1.17579e-08,1,0.0222621,-0,0,-3.37604e-08,-0.0609789,-2.29338e-08,0.998139,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.138349,0.166453,0.171973,0.96103,0.047809,-4.65661e-09,1.86265e-09,1.11759e-08,-0.00140376,-1.30385e-08,0.999999,0.0275853,-0,0,-1.42027e-08,-0.160027,-1.86265e-08,0.987113,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135367,-0.0170795,-0.156167,0.978262,0.0700907,-0,-4.65661e-10,0.064194,0.211768,0.197189,0.955066,0.0414577,-0,0,2.32831e-08,-0.00324411,-7.45058e-09,0.999995,0.0259039,-0,0,3.21306e-08,-0.130168,1.86264e-08,0.991492,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135785,0.0341113,-0.210578,0.966758,0.0683506,-0,0,0.100667,0.145984,0.297285,0.939656,0.0310657,-3.72529e-09,0,4.19095e-08,0.000951864,1.04308e-07,1,0.0162693,-0,0,1.22935e-07,0.044381,-9.12696e-08,0.999015,0.0176072,-0,0,0,0,0,1
1189,1765961289244,0,-0,0,0.822532,-0.280427,0.265057,0.417833,0.0241747,0.0172301,-0.00417916,0.880905,-0.287602,-0.1087,-0.359827,0.0419862,-0,0,1.11759e-08,0.0135067,2.98023e-08,0.999909,0.0299928,-0,0,7.45058e-08,0.343757,5.96046e-08,0.939059,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.137971,0.0356711,0.0508849,0.988485,0.0397413,-1.86322e-09,1.73499e-18,-2.27883e-08,-0.000141126,-1.04774e-08,1,0.0222621,-0,0,3.79514e-08,-0.0610472,1.234e-08,0.998135,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.136528,0.166354,0.171951,0.961311,0.047809,-4.65661e-09,1.86265e-09,1.81608e-08,-0.00145416,3.72529e-09,0.999999,0.0275853,-0,0,-3.21306e-08,-0.162377,-4.09782e-08,0.986729,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135358,-0.0170807,-0.156168,0.978263,0.0700907,-0,-4.65661e-10,0.0641898,0.211985,0.197162,0.955023,0.0414577,-0,0,5.96046e-08,-0.00360269,-4.84288e-08,0.999994,0.0259039,-0,0,1.93249e-08,-0.129772,4.09782e-08,0.991544,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135777,0.0341083,-0.21058,0.966759,0.0683506,-0,0,0.0993637,0.145582,0.297256,0.939861,0.0310657,-3.72529e-09,0,4.93601e-08,0.000860138,-2.79397e-08,1,0.0162693,-0,0,-9.22009e-08,0.0448093,2.79397e-08,0.998996,0.0176072,-0,0,0,0,0,1
1190,1765961289252,0,-0,0,0.822666,-0.28047,0.264744,0.417712,0.0241747,0.0172301,-0.00417916,0.882035,-0.287365,-0.109063,-0.357128,0.0419862,-0,0,7.82311e-08,0.0134536,-2.98023e-08,0.99991,0.0299928,-0,0,9.31323e-08,0.34209,2.98023e-08,0.939667,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.137088,0.0358374,0.0505727,0.988618,0.0397413,-1.86322e-09,1.73499e-18,2.22644e-09,-0.000224957,-7.567e-09,1,0.0222621,-0,0,3.25963e-09,-0.0604159,-3.49246e-10,0.998173,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.13397,0.165849,0.17169,0.961805,0.047809,-4.65661e-09,1.86265e-09,1.67638e-08,-0.0014304,7.45058e-09,0.999999,0.0275853,-0,0,-1.07102e-08,-0.160538,-3.72529e-09,0.98703,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135426,-0.0170714,-0.15616,0.978255,0.0700907,-0,-4.65661e-10,0.0635348,0.211819,0.197015,0.955134,0.0414577,-0,0,-1.76951e-08,-0.0032413,-2.98023e-08,0.999995,0.0259039,-0,0,3.60887e-09,-0.129989,0,0.991515,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135841,0.034132,-0.210564,0.966751,0.0683506,-0,0,0.0993143,0.145476,0.297239,0.939888,0.0310657,-3.72529e-09,0,1.95578e-08,0.000948241,3.91155e-08,1,0.0162693,-0,0,-3.72529e-09,0.0448076,1.30385e-08,0.998996,0.0176072,-0,0,0,0,0,1
1191,1765961289260,0,-0,0,0.822801,-0.280513,0.264475,0.417547,0.0241747,0.0172301,-0.00417916,0.882072,-0.28719,-0.109059,-0.35718,0.0419862,-0,0,1.11759e-08,0.0135184,-2.98023e-08,0.999909,0.0299928,-0,0,-4.47035e-08,0.342291,1.19209e-07,0.939594,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.136805,0.0359399,0.0503799,0.988663,0.0397413,-1.86322e-09,1.73499e-18,3.13739e-08,-0.000158489,9.0804e-09,1,0.0222621,-0,0,-1.42027e-08,-0.0602569,1.76951e-08,0.998183,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.134284,0.165859,0.171628,0.961771,0.047809,-4.65661e-09,1.86265e-09,9.31323e-10,-0.00143858,-3.72529e-09,0.999999,0.0275853,-0,0,-1.18744e-08,-0.159708,3.72529e-09,0.987164,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,0.135364,-0.01708,-0.156168,0.978262,0.0700907,-0,-4.65661e-10,0.0641288,0.211981,0.196938,0.955074,0.0414577,-0,0,3.72529e-08,-0.0032124,1.86265e-08,0.999995,0.0259039,-0,0,3.49246e-09,-0.129927,-3.72529e-08,0.991524,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,0.135782,0.0341102,-0.210579,0.966758,0.0683506,-0,0,0.0993378,0.145539,0.297254,0.93987,0.0310657,-3.72529e-09,0,3.91155e-08,0.000955036,9.87202e-08,1,0.0162693,-0,0,-1.86264e-08,0.0447326,-5.7742e-08,0.998999,0.0176072,-0,0,0,0,0,1
