frame,timestamp,node0_pos_x,node0_pos_y,node0_pos_z,node0_rot_x,node0_rot_y,node0_rot_z,node0_rot_w,node1_pos_x,node1_pos_y,node1_pos_z,node1_rot_x,node1_rot_y,node1_rot_z,node1_rot_w,node2_pos_x,node2_pos_y,node2_pos_z,node2_rot_x,node2_rot_y,node2_rot_z,node2_rot_w,node3_pos_x,node3_pos_y,node3_pos_z,node3_rot_x,node3_rot_y,node3_rot_z,node3_rot_w,node4_pos_x,node4_pos_y,node4_pos_z,node4_rot_x,node4_rot_y,node4_rot_z,node4_rot_w,node5_pos_x,node5_pos_y,node5_pos_z,node5_rot_x,node5_rot_y,node5_rot_z,node5_rot_w,node6_pos_x,node6_pos_y,node6_pos_z,node6_rot_x,node6_rot_y,node6_rot_z,node6_rot_w,node7_pos_x,node7_pos_y,node7_pos_z,node7_rot_x,node7_rot_y,node7_rot_z,node7_rot_w,node8_pos_x,node8_pos_y,node8_pos_z,node8_rot_x,node8_rot_y,node8_rot_z,node8_rot_w,node9_pos_x,node9_pos_y,node9_pos_z,node9_rot_x,node9_rot_y,node9_rot_z,node9_rot_w,node10_pos_x,node10_pos_y,node10_pos_z,node10_rot_x,node10_rot_y,node10_rot_z,node10_rot_w,node11_pos_x,node11_pos_y,node11_pos_z,node11_rot_x,node11_rot_y,node11_rot_z,node11_rot_w,node12_pos_x,node12_pos_y,node12_pos_z,node12_rot_x,node12_rot_y,node12_rot_z,node12_rot_w,node13_pos_x,node13_pos_y,node13_pos_z,node13_rot_x,node13_rot_y,node13_rot_z,node13_rot_w,node14_pos_x,node14_pos_y,node14_pos_z,node14_rot_x,node14_rot_y,node14_rot_z,node14_rot_w,node15_pos_x,node15_pos_y,node15_pos_z,node15_rot_x,node15_rot_y,node15_rot_z,node15_rot_w,node16_pos_x,node16_pos_y,node16_pos_z,node16_rot_x,node16_rot_y,node16_rot_z,node16_rot_w,node17_pos_x,node17_pos_y,node17_pos_z,node17_rot_x,node17_rot_y,node17_rot_z,node17_rot_w,node18_pos_x,node18_pos_y,node18_pos_z,node18_rot_x,node18_rot_y,node18_rot_z,node18_rot_w,node19_pos_x,node19_pos_y,node19_pos_z,node19_rot_x,node19_rot_y,node19_rot_z,node19_rot_w,node20_pos_x,node20_pos_y,node20_pos_z,node20_rot_x,node20_rot_y,node20_rot_z,node20_rot_w,node21_pos_x,node21_pos_y,node21_pos_z,node21_rot_x,node21_rot_y,node21_rot_z,node21_rot_w,node22_pos_x,node22_pos_y,node22_pos_z,node22_rot_x,node22_rot_y,node22_rot_z,node22_rot_w,node23_pos_x,node23_pos_y,node23_pos_z,node23_rot_x,node23_rot_y,node23_rot_z,node23_rot_w,node24_pos_x,node24_pos_y,node24_pos_z,node24_rot_x,node24_rot_y,node24_rot_z,node24_rot_w
152,1765961280637,0,-0,0,0.86309,-0.193419,0.422194,0.198539,0.0241747,0.0172301,-0.00417916,0.735976,0.204434,-0.192783,-0.615939,0.0419862,-0,0,-1.30385e-07,-0.0043699,0,0.99999,0.0299928,-0,0,8.9407e-08,-0.173526,-2.98023e-08,0.984829,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0607928,-0.00693842,-0.0984236,0.993262,0.0397413,-1.86322e-09,1.73499e-18,-3.72529e-09,-0.00106405,-5.14556e-08,0.999999,0.0222621,-0,0,0,-0.0402376,1.49012e-08,0.99919,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.011574,0.0716604,-0.0192538,0.997176,0.047809,-4.65661e-09,1.86265e-09,1.16415e-09,-0.00201581,-4.35102e-08,0.999998,0.0275853,-0,0,1.86265e-09,-0.105992,7.32343e-08,0.994367,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.051356,0.0721033,0.0494804,0.994844,0.0414577,-0,0,5.82077e-09,-0.00205888,2.57278e-08,0.999998,0.0259039,-0,0,-1.76951e-08,-0.0948523,1.71131e-08,0.995491,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0677533,0.0130325,0.17756,0.981688,0.0310657,-3.72529e-09,0,2.91038e-09,0.000185382,9.19681e-08,1,0.0162693,-0,0,8.3528e-09,0.0244688,-1.33878e-07,0.999701,0.0176072,-0,0,0,0,0,1
153,1765961280643,0,-0,0,0.863141,-0.193529,0.422096,0.198366,0.0241747,0.0172301,-0.00417916,0.73688,0.204723,-0.192127,-0.614966,0.0419862,-0,0,6.33299e-08,-0.00442761,-1.49012e-08,0.99999,0.0299928,-0,0,8.19564e-08,-0.174659,-2.98023e-08,0.984629,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0607673,-0.0069628,-0.0983797,0.993267,0.0397413,-1.86322e-09,1.73499e-18,1.58325e-08,-0.000963339,-4.16767e-08,1,0.0222621,-0,0,-1.95578e-08,-0.0402883,4.37722e-08,0.999188,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0117689,0.0715112,-0.0192072,0.997185,0.047809,-4.65661e-09,1.86265e-09,-1.62981e-09,-0.00199323,1.91212e-08,0.999998,0.0275853,-0,0,2.79397e-09,-0.104329,3.17232e-09,0.994543,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0511545,0.0721727,0.0495333,0.994847,0.0414577,-0,0,0,-0.00206357,1.12923e-08,0.999998,0.0259039,-0,0,-3.72529e-09,-0.0952489,-8.14907e-10,0.995453,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0677133,0.0129615,0.177599,0.981685,0.0310657,-3.72529e-09,0,1.16415e-08,0.000333583,-3.84171e-08,1,0.0162693,-0,0,-7.53789e-09,0.024325,7.77654e-08,0.999704,0.0176072,-0,0,0,0,0,1
154,1765961280652,0,-0,0,0.863137,-0.193541,0.422096,0.19837,0.0241747,0.0172301,-0.00417916,0.736303,0.204529,-0.192578,-0.61558,0.0419862,-0,0,2.23517e-08,-0.00437443,7.45058e-08,0.99999,0.0299928,-0,0,2.6077e-08,-0.173534,-7.45058e-08,0.984828,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0611466,-0.00685504,-0.0983306,0.99325,0.0397413,-1.86322e-09,1.73499e-18,9.31323e-09,-0.00114809,6.68224e-08,0.999999,0.0222621,-0,0,-9.31323e-09,-0.0404523,-2.37487e-08,0.999181,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0117755,0.0716876,-0.019238,0.997172,0.047809,-4.65661e-09,1.86265e-09,-7.91624e-09,-0.002377,8.73115e-08,0.999997,0.0275853,-0,0,-6.51926e-09,-0.104114,-5.43259e-08,0.994565,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0505982,0.0722516,0.049377,0.994878,0.0414577,-0,0,8.3819e-09,-0.00203103,-9.54606e-09,0.999998,0.0259039,-0,0,-3.72529e-09,-0.0950333,3.51574e-08,0.995474,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0677678,0.0130562,0.177548,0.981689,0.0310657,-3.72529e-09,0,1.18744e-08,0.000158762,-4.22588e-08,1,0.0162693,-0,0,-1.08266e-08,0.0244492,1.11992e-07,0.999701,0.0176072,-0,0,0,0,0,1
155,1765961280660,0,-0,0,0.863187,-0.193661,0.422038,0.198155,0.0241747,0.0172301,-0.00417916,0.736816,0.204799,-0.19208,-0.615032,0.0419862,-0,0,1.86265e-08,-0.00437319,-8.9407e-08,0.99999,0.0299928,-0,0,-3.72529e-09,-0.174352,1.04308e-07,0.984683,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0609244,-0.00683298,-0.0983185,0.993265,0.0397413,-1.86322e-09,1.73499e-18,1.39698e-09,-0.00106493,3.86499e-08,0.999999,0.0222621,-0,0,9.31323e-10,-0.0405816,-5.26197e-08,0.999176,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0115863,0.0719076,-0.0191924,0.997159,0.047809,-4.65661e-09,1.86265e-09,-1.62981e-09,-0.00259884,-5.12227e-09,0.999997,0.0275853,-0,0,-3.72529e-09,-0.105582,2.13659e-08,0.994411,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0513824,0.0725308,0.0495457,0.994809,0.0414577,-0,0,9.54606e-09,-0.00244808,2.42144e-08,0.999997,0.0259039,-0,0,-8.3819e-09,-0.0943168,8.61473e-09,0.995542,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0677017,0.0130321,0.177575,0.981689,0.0310657,-3.72529e-09,0,1.05938e-08,0.000178499,-8.85921e-08,1,0.0162693,-0,0,1.83936e-08,0.0244311,1.09198e-07,0.999701,0.0176072,-0,0,0,0,0,1
156,1765961280669,0,-0,0,0.863187,-0.193748,0.422073,0.198109,0.0241747,0.0172301,-0.00417916,0.736815,0.204743,-0.191917,-0.615103,0.0419862,-0,0,-7.82311e-08,-0.00476487,1.04308e-07,0.999989,0.0299928,-0,0,-1.86265e-08,-0.173912,-8.9407e-08,0.984761,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0609318,-0.00644712,-0.0981187,0.993287,0.0397413,-1.86322e-09,1.73499e-18,-3.72529e-09,-0.000973314,-4.42378e-08,1,0.0222621,-0,0,3.72529e-09,-0.0401441,2.11876e-08,0.999194,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0115043,0.0725448,-0.0192686,0.997113,0.047809,-4.65661e-09,1.86265e-09,1.16415e-09,-0.00242677,3.62634e-08,0.999997,0.0275853,-0,0,-4.65661e-09,-0.105576,-5.98084e-09,0.994411,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0505902,0.0726889,0.0495355,0.994838,0.0414577,-0,0,-3.25963e-09,-0.00229241,1.08266e-08,0.999997,0.0259039,-0,0,-6.51926e-09,-0.0964185,-2.47965e-08,0.995341,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237632,0.971194,0.0683506,-0,0,0.0677571,0.0130612,0.177552,0.981689,0.0310657,-3.72529e-09,0,-2.44472e-09,0.000174237,2.78233e-08,1,0.0162693,-0,0,-1.74623e-10,0.0244511,-4.97093e-08,0.999701,0.0176072,-0,0,0,0,0,1
157,1765961280676,0,-0,0,0.863182,-0.193762,0.422075,0.198115,0.0241747,0.0172301,-0.00417916,0.736015,0.204553,-0.192562,-0.615922,0.0419862,-0,0,-1.08033e-07,-0.0044156,-4.47035e-08,0.99999,0.0299928,-0,0,2.04891e-07,-0.172684,7.45058e-08,0.984977,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0604626,-0.00602215,-0.0984182,0.993288,0.0397413,-1.86322e-09,1.73499e-18,2.14204e-08,-0.000958745,5.58794e-09,1,0.0222621,-0,0,-3.72529e-09,-0.0401407,1.74623e-08,0.999194,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0115308,0.0727927,-0.0191506,0.997097,0.047809,-4.65661e-09,1.86265e-09,1.62981e-09,-0.00201364,7.10134e-09,0.999998,0.0275853,-0,0,2.79397e-09,-0.105768,-8.72751e-09,0.994391,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0508422,0.0725149,0.0494325,0.994843,0.0414577,-0,0,-7.21775e-09,-0.00206221,-2.45636e-08,0.999998,0.0259039,-0,0,6.51926e-09,-0.0946959,2.28174e-08,0.995506,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0678049,0.0130757,0.1775,0.981695,0.0310657,-3.72529e-09,0,2.36323e-08,0.000174467,1.21887e-07,1,0.0162693,-0,0,-6.89761e-09,0.0245206,-1.69035e-07,0.999699,0.0176072,-0,0,0,0,0,1
158,1765961280685,0,-0,0,0.863083,-0.193845,0.422122,0.198325,0.0241747,0.0172301,-0.00417916,0.736014,0.204432,-0.192448,-0.616,0.0419862,-0,0,2.23517e-08,-0.00477496,4.47035e-08,0.999989,0.0299928,-0,0,4.09782e-08,-0.172296,-1.04308e-07,0.985045,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0602587,-0.00568778,-0.0986022,0.993285,0.0397413,-1.86322e-09,1.73499e-18,1.30385e-08,-0.00105975,-1.5134e-08,0.999999,0.0222621,-0,0,-1.86264e-08,-0.0400072,-2.49129e-08,0.999199,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0115434,0.0730729,-0.0190457,0.997078,0.047809,-4.65661e-09,1.86265e-09,6.98492e-10,-0.00201195,9.28412e-09,0.999998,0.0275853,-0,0,9.31323e-10,-0.105595,-3.92429e-08,0.994409,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0542637,0.0727472,0.0496865,0.994633,0.0414577,-0,0,6.98492e-10,-0.00210032,-4.28408e-08,0.999998,0.0259039,-0,0,6.51926e-09,-0.0953302,9.6974e-08,0.995446,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.067799,0.013088,0.177482,0.981699,0.0310657,-3.72529e-09,0,9.19681e-09,0.000153698,-1.88593e-08,1,0.0162693,-0,0,-5.12227e-09,0.0245452,4.71482e-08,0.999699,0.0176072,-0,0,0,0,0,1
159,1765961280693,0,-0,0,0.862974,-0.193938,0.422134,0.198671,0.0241747,0.0172301,-0.00417916,0.736044,0.204599,-0.192848,-0.615782,0.0419862,-0,0,5.21541e-08,-0.00431465,-5.96046e-08,0.999991,0.0299928,-0,0,-7.45058e-08,-0.171804,7.45058e-08,0.985131,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0604884,-0.00576815,-0.098628,0.993268,0.0397413,-1.86322e-09,1.73499e-18,8.3819e-09,-0.000957278,-2.81725e-08,1,0.0222621,-0,0,-2.79397e-09,-0.0399783,7.61356e-08,0.999201,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0108731,0.0730882,-0.019113,0.997083,0.047809,-4.65661e-09,1.86265e-09,-9.31323e-10,-0.00198448,-2.56987e-08,0.999998,0.0275853,-0,0,4.65661e-09,-0.105271,3.50737e-08,0.994444,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0542067,0.072951,0.0496536,0.994623,0.0414577,-0,0,6.51926e-09,-0.00216507,1.14087e-08,0.999998,0.0259039,-0,0,5.58794e-09,-0.0971163,-6.08852e-08,0.995273,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0677172,0.0130986,0.177419,0.981715,0.0310657,-3.72529e-09,0,1.22236e-08,0.00016757,-5.26197e-08,1,0.0162693,-0,0,1.45519e-10,0.0244071,8.75443e-08,0.999702,0.0176072,-0,0,0,0,0,1
160,1765961280702,0,-0,0,0.862976,-0.193937,0.422132,0.19867,0.0241747,0.0172301,-0.00417916,0.73603,0.20449,-0.192993,-0.61579,0.0419862,-0,0,7.45058e-09,-0.00425862,-8.9407e-08,0.999991,0.0299928,-0,0,3.72529e-08,-0.17193,5.96046e-08,0.985109,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0605379,-0.00570944,-0.0985612,0.993271,0.0397413,-1.86322e-09,1.73499e-18,1.39698e-09,-0.00105414,-1.5134e-08,0.999999,0.0222621,-0,0,-1.86265e-09,-0.0399941,6.10016e-08,0.9992,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0117325,0.0732189,-0.0190929,0.997064,0.047809,-4.65661e-09,1.86265e-09,1.86265e-09,-0.00237615,-2.19152e-08,0.999997,0.0275853,-0,0,9.31323e-10,-0.103644,-5.07898e-08,0.994614,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0537659,0.0727535,0.0496638,0.994661,0.0414577,-0,0,3.72529e-09,-0.00206572,5.58794e-09,0.999998,0.0259039,-0,0,-5.58794e-09,-0.0951886,-1.234e-08,0.995459,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0676372,0.0132802,0.177409,0.98172,0.0310657,-3.72529e-09,0,6.98492e-09,-0.000291222,-5.06407e-08,1,0.0162693,-0,0,-1.72295e-08,0.0246334,8.61473e-08,0.999697,0.0176072,-0,0,0,0,0,1
161,1765961280710,0,-0,0,0.862821,-0.193975,0.422154,0.199183,0.0241747,0.0172301,-0.00417916,0.736148,0.204393,-0.192973,-0.615687,0.0419862,-0,0,1.15484e-07,-0.0044065,-2.98023e-08,0.99999,0.0299928,-0,0,-7.82311e-08,-0.171936,-2.98023e-08,0.985108,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0605427,-0.00571165,-0.0985657,0.993271,0.0397413,-1.86322e-09,1.73499e-18,-1.86265e-09,-0.00106281,-5.4948e-08,0.999999,0.0222621,-0,0,6.51926e-09,-0.0399911,6.84522e-08,0.9992,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0116973,0.0730218,-0.0190909,0.997079,0.047809,-4.65661e-09,1.86265e-09,3.25963e-09,-0.00192941,-5.89353e-08,0.999998,0.0275853,-0,0,9.31323e-10,-0.103866,3.0308e-08,0.994591,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0535146,0.0731603,0.0494615,0.994654,0.0414577,-0,0,-1.25729e-08,-0.00206337,2.1304e-08,0.999998,0.0259039,-0,0,-1.21072e-08,-0.0952255,-1.05938e-08,0.995456,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0676252,0.0131159,0.177365,0.981731,0.0310657,-3.72529e-09,0,2.17697e-08,0.000159709,-6.27479e-08,1,0.0162693,-0,0,-1.50758e-08,0.0242986,7.74162e-08,0.999705,0.0176072,-0,0,0,0,0,1
162,1765961280719,0,-0,0,0.86266,-0.194163,0.422087,0.199781,0.0241747,0.0172301,-0.00417916,0.736982,0.20468,-0.192378,-0.614779,0.0419862,-0,0,-8.56817e-08,-0.00444972,-4.47035e-08,0.99999,0.0299928,-0,0,1.45286e-07,-0.173126,4.47035e-08,0.9849,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0604699,-0.00557747,-0.0984974,0.993283,0.0397413,-1.86322e-09,1.73499e-18,2.51457e-08,-0.00106519,-5.82076e-09,0.999999,0.0222621,-0,0,-2.79397e-09,-0.0399353,-2.46801e-08,0.999202,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0114931,0.0733743,-0.019038,0.997056,0.047809,-4.65661e-09,1.86265e-09,4.19095e-09,-0.00243272,-5.74219e-08,0.999997,0.0275853,-0,0,6.51926e-09,-0.105395,7.36109e-08,0.99443,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0535922,0.0733176,0.0494704,0.994638,0.0414577,-0,0,2.32831e-10,-0.00210297,3.70201e-08,0.999998,0.0259039,-0,0,1.86265e-09,-0.096948,-4.31901e-08,0.995289,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0662843,0.012898,0.17715,0.981865,0.0310657,-3.72529e-09,0,-8.26549e-09,-0.000317648,-3.55067e-08,1,0.0162693,-0,0,-6.22822e-09,0.0262352,1.61817e-08,0.999656,0.0176072,-0,0,0,0,0,1
163,1765961280727,0,-0,0,0.862474,-0.194704,0.421837,0.200649,0.0241747,0.0172301,-0.00417916,0.737978,0.205021,-0.191731,-0.613672,0.0419862,-0,0,-7.82311e-08,-0.00478977,-2.98023e-08,0.999989,0.0299928,-0,0,1.11759e-07,-0.172468,2.98023e-08,0.985015,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0575516,-0.0050253,-0.0988586,0.993423,0.0397413,-1.86322e-09,1.73499e-18,5.12227e-09,-0.00106444,1.55997e-08,0.999999,0.0222621,-0,0,1.02445e-08,-0.0411406,-8.14907e-09,0.999153,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0108506,0.0732588,-0.0190739,0.997072,0.047809,-4.65661e-09,1.86265e-09,1.86265e-09,-0.00204385,-6.82776e-08,0.999998,0.0275853,-0,0,3.72529e-09,-0.105491,2.03509e-08,0.99442,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0533836,0.0733797,0.0494299,0.994647,0.0414577,-0,0,4.42378e-09,-0.00213294,3.3062e-08,0.999998,0.0259039,-0,0,5.58793e-09,-0.0970335,-5.62286e-08,0.995281,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0689637,0.0135523,0.177645,0.981582,0.0310657,-3.72529e-09,0,7.45058e-09,-0.000282749,-2.72412e-08,1,0.0162693,-0,0,-3.46336e-09,0.0245965,0,0.999697,0.0176072,-0,0,0,0,0,1
164,1765961280735,0,-0,0,0.862473,-0.194715,0.421833,0.200651,0.0241747,0.0172301,-0.00417916,0.737312,0.204806,-0.192557,-0.614287,0.0419862,-0,0,-8.19564e-08,-0.00436978,0,0.99999,0.0299928,-0,0,4.47035e-08,-0.170582,4.47035e-08,0.985343,0.0252377,-0,0,0,0,0,1,0.0276028,0.0124683,0.00172939,-0.00201244,-0.0402038,-0.0499528,0.99794,0.0725776,4.65661e-10,-1.39698e-09,0.0603365,-0.0054324,-0.0984557,0.993296,0.0397413,-1.86322e-09,1.73499e-18,-5.58794e-09,-0.000983173,1.04774e-08,1,0.0222621,-0,0,2.14204e-08,-0.0401433,1.62981e-08,0.999194,0.0195415,-0,0,0,0,0,1,0.0238547,0.000181863,0.00397901,-0.00592643,-0.0538475,-0.109238,0.992538,0.0731168,3.72529e-09,-1.86265e-09,0.0110434,0.0733691,-0.0191148,0.99706,0.047809,-4.65661e-09,1.86265e-09,6.98492e-10,-0.00237307,2.91038e-09,0.999997,0.0275853,-0,0,4.65661e-09,-0.103833,-5.9259e-08,0.994595,0.0224241,-0,0,0,0,0,1,0.0202811,-0.0127223,0.00175833,-0.0063349,-0.0363042,-0.171781,0.984446,0.0700907,-0,-4.65661e-10,0.0533709,0.0734187,0.0493593,0.994648,0.0414577,-0,0,1.234e-08,-0.0021045,-6.69388e-08,0.999998,0.0259039,-0,0,-9.31323e-10,-0.0970212,5.66943e-08,0.995282,0.0208579,-0,0,0,0,0,1,0.0167073,-0.0256269,-0.000462327,-0.00419927,-0.0171622,-0.237633,0.971194,0.0683506,-0,0,0.0690732,0.0136336,0.177564,0.981588,0.0310657,-3.72529e-09,0,-1.35042e-08,-0.000270885,6.32135e-08,1,0.0162693,-0,0,1.38534e-08,0.0246843,-7.25267e-08,0.999695,0.0176072,-0,0,0,0,0,1
