frame,timestamp,CMC_pos_x,CMC_pos_y,CMC_pos_z,CMC_rot_x,CMC_rot_y,CMC_rot_z,CMC_rot_w,MCP_pos_x,MCP_pos_y,MCP_pos_z,MCP_rot_x,MCP_rot_y,MCP_rot_z,MCP_rot_w,IP_pos_x,IP_pos_y,IP_pos_z,IP_rot_x,IP_rot_y,IP_rot_z,IP_rot_w,Tip_pos_x,Tip_pos_y,Tip_pos_z,Tip_rot_x,Tip_rot_y,Tip_rot_z,Tip_rot_w
11,1765954841064,0.0241747,0.0172301,-0.00417916,0.802332,0.170159,-0.16067,-0.549085,0.0419862,-0,0,-7.26432e-08,-0.0063611,4.47035e-08,0.99998,0.0299928,-0,0,-6.33299e-08,-0.155734,5.96046e-08,0.987799,0.0252377,-0,0,0,0,0,1
12,1765954841097,0.0241747,0.0172301,-0.00417916,0.803458,0.170598,-0.160056,-0.54748,0.0419862,-0,0,3.35276e-08,-0.00636543,-8.9407e-08,0.99998,0.0299928,-0,0,1.15484e-07,-0.155984,3.72529e-08,0.98776,0.0252377,-0,0,0,0,0,1
13,1765954841130,0.0241747,0.0172301,-0.00417916,0.803217,0.1705,-0.160293,-0.547793,0.0419862,-0,0,-3.53903e-08,-0.00640331,-5.96046e-08,0.999979,0.0299928,-0,0,-4.09782e-08,-0.15529,1.3411e-07,0.987869,0.0252377,-0,0,0,0,0,1
14,1765954841164,0.0241747,0.0172301,-0.00417916,0.803151,0.170496,-0.160356,-0.547874,0.0419862,-0,0,-1.30385e-07,-0.00632347,8.9407e-08,0.99998,0.0299928,-0,0,1.45286e-07,-0.155348,-4.47035e-08,0.98786,0.0252377,-0,0,0,0,0,1
15,1765954841197,0.0241747,0.0172301,-0.00417916,0.802331,0.170219,-0.160725,-0.549052,0.0419862,-0,0,6.51926e-08,-0.00636071,0,0.99998,0.0299928,-0,0,3.72529e-08,-0.155787,0,0.987791,0.0252377,-0,0,0,0,0,1
16,1765954841230,0.0241747,0.0172301,-0.00417916,0.802314,0.170236,-0.160924,-0.549013,0.0419862,-0,0,-6.70552e-08,-0.00631286,0,0.99998,0.0299928,-0,0,2.6077e-08,-0.155056,1.49012e-08,0.987906,0.0252377,-0,0,0,0,0,1
17,1765954841264,0.0241747,0.0172301,-0.00417916,0.802688,0.170209,-0.160792,-0.548513,0.0419862,-0,0,4.09782e-08,-0.00628191,-1.49012e-08,0.99998,0.0299928,-0,0,-7.82311e-08,-0.154078,4.47035e-08,0.988059,0.0252377,-0,0,0,0,0,1
18,1765954841297,0.0241747,0.0172301,-0.00417916,0.803185,0.170418,-0.160312,-0.54786,0.0419862,-0,0,6.70552e-08,-0.00641657,1.49012e-08,0.999979,0.0299928,-0,0,-4.47035e-08,-0.155147,-2.98023e-08,0.987891,0.0252377,-0,0,0,0,0,1
19,1765954841330,0.0241747,0.0172301,-0.00417916,0.802405,0.17007,-0.160725,-0.54899,0.0419862,-0,0,5.02914e-08,-0.0064286,-4.47035e-08,0.999979,0.0299928,-0,0,-4.84288e-08,-0.15575,2.23517e-08,0.987797,0.0252377,-0,0,0,0,0,1
20,1765954841364,0.0241747,0.0172301,-0.00417916,0.802509,0.170121,-0.160684,-0.548834,0.0419862,-0,0,-7.45058e-09,-0.00636992,1.49012e-08,0.99998,0.0299928,-0,0,-2.98023e-08,-0.155845,2.23517e-08,0.987782,0.0252377,-0,0,0,0,0,1
21,1765954841397,0.0241747,0.0172301,-0.00417916,0.802553,0.170227,-0.160784,-0.548707,0.0419862,-0,0,-8.19564e-08,-0.00660014,-8.9407e-08,0.999978,0.0299928,-0,0,1.8999e-07,-0.153174,2.23517e-08,0.988199,0.0252377,-0,0,0,0,0,1
22,1765954841430,0.0241747,0.0172301,-0.00417916,0.803293,0.170508,-0.160298,-0.547678,0.0419862,-0,0,-5.21541e-08,-0.00635296,5.96047e-08,0.99998,0.0299928,-0,0,4.84288e-08,-0.155325,-6.70552e-08,0.987863,0.0252377,-0,0,0,0,0,1
23,1765954841464,0.0241747,0.0172301,-0.00417916,0.803255,0.170408,-0.160362,-0.547746,0.0419862,-0,0,-1.86265e-09,-0.00631122,1.49012e-08,0.99998,0.0299928,-0,0,4.47035e-08,-0.154235,7.45058e-09,0.988034,0.0252377,-0,0,0,0,0,1
24,1765954841497,0.0241747,0.0172301,-0.00417916,0.803368,0.170389,-0.160273,-0.547613,0.0419862,-0,0,-8.00937e-08,-0.00635301,2.98023e-08,0.99998,0.0299928,-0,0,3.72529e-09,-0.155139,-2.98023e-08,0.987893,0.0252377,-0,0,0,0,0,1
25,1765954841530,0.0241747,0.0172301,-0.00417916,0.802824,0.170269,-0.160524,-0.548374,0.0419862,-0,0,-1.49012e-08,-0.00638726,4.47035e-08,0.99998,0.0299928,-0,0,2.23517e-08,-0.15594,0,0.987767,0.0252377,-0,0,0,0,0,1
26,1765954841563,0.0241747,0.0172301,-0.00417916,0.802811,0.170184,-0.160365,-0.548466,0.0419862,-0,0,-1.37836e-07,-0.0067445,-2.98023e-08,0.999977,0.0299928,-0,0,5.21541e-08,-0.155764,4.47035e-08,0.987794,0.0252377,-0,0,0,0,0,1
27,1765954841597,0.0241747,0.0172301,-0.00417916,0.803127,0.170439,-0.160329,-0.547935,0.0419862,-0,0,8.38191e-08,-0.00642182,-2.98023e-08,0.999979,0.0299928,-0,0,-2.23517e-08,-0.156957,3.72529e-08,0.987605,0.0252377,-0,0,0,0,0,1
28,1765954841630,0.0241747,0.0172301,-0.00417916,0.803672,0.170713,-0.159855,-0.547188,0.0419862,-0,0,-9.87202e-08,-0.00647387,0,0.999979,0.0299928,-0,0,4.47035e-08,-0.156205,6.70552e-08,0.987725,0.0252377,-0,0,0,0,0,1
29,1765954841663,0.0241747,0.0172301,-0.00417916,0.803193,0.170547,-0.160301,-0.547812,0.0419862,-0,0,-1.17347e-07,-0.00633945,0,0.99998,0.0299928,-0,0,2.98023e-08,-0.155131,5.96046e-08,0.987894,0.0252377,-0,0,0,0,0,1
30,1765954841696,0.0241747,0.0172301,-0.00417916,0.803646,0.170578,-0.159771,-0.547293,0.0419862,-0,0,1.67638e-07,-0.00655238,1.49012e-08,0.999979,0.0299928,-0,0,-1.93715e-07,-0.157813,-1.49012e-08,0.987469,0.0252377,-0,0,0,0,0,1
31,1765954841730,0.0241747,0.0172301,-0.00417916,0.802328,0.170118,-0.160911,-0.549033,0.0419862,-0,0,9.49949e-08,-0.00637618,0,0.99998,0.0299928,-0,0,0,-0.156113,7.45058e-09,0.987739,0.0252377,-0,0,0,0,0,1
32,1765954841763,0.0241747,0.0172301,-0.00417916,0.802644,0.170515,-0.159854,-0.548757,0.0419862,-0,0,-1.47149e-07,-0.00689912,1.49012e-08,0.999976,0.0299928,-0,0,4.84288e-08,-0.159747,-1.49012e-08,0.987158,0.0252377,-0,0,0,0,0,1
33,1765954841796,0.0241747,0.0172301,-0.00417916,0.801887,0.171499,-0.159824,-0.549564,0.0419862,-0,0,7.45058e-08,-0.00655903,-1.49012e-08,0.999978,0.0299928,-0,0,-8.9407e-08,-0.159312,1.04308e-07,0.987228,0.0252377,-0,0,0,0,0,1
34,1765954841829,0.0241747,0.0172301,-0.00417916,0.800455,0.172573,-0.159791,-0.551323,0.0419862,-0,0,-3.91155e-08,-0.00655831,4.47035e-08,0.999978,0.0299928,-0,0,-9.31323e-08,-0.162304,-7.45058e-08,0.986741,0.0252377,-0,0,0,0,0,1
35,1765954841863,0.0241747,0.0172301,-0.00417916,0.800605,0.174982,-0.158527,-0.550711,0.0419862,-0,0,-1.49012e-07,-0.00664623,1.04308e-07,0.999978,0.0299928,-0,0,-7.82311e-08,-0.16498,-1.19209e-07,0.986297,0.0252377,-0,0,0,0,0,1
36,1765954841896,0.0241747,0.0172301,-0.00417916,0.800231,0.177748,-0.159035,-0.550222,0.0419862,-0,0,1.43424e-07,-0.00658531,-8.9407e-08,0.999978,0.0299928,-0,0,6.70552e-08,-0.162132,2.98023e-08,0.986769,0.0252377,-0,0,0,0,0,1
37,1765954841930,0.0241747,0.0172301,-0.00417916,0.800502,0.179082,-0.159513,-0.549255,0.0419862,-0,0,-1.08033e-07,-0.00649899,2.98023e-08,0.999979,0.0299928,-0,0,-5.96047e-08,-0.1615,0,0.986873,0.0252377,-0,0,0,0,0,1
38,1765954841963,0.0241747,0.0172301,-0.00417916,0.802729,0.180517,-0.158205,-0.545903,0.0419862,-0,0,7.82311e-08,-0.00669241,4.47035e-08,0.999978,0.0299928,-0,0,-1.08033e-07,-0.162526,-2.98023e-08,0.986704,0.0252377,-0,0,0,0,0,1
39,1765954841996,0.0241747,0.0172301,-0.00417916,0.803658,0.181236,-0.161,-0.543476,0.0419862,-0,0,0,-0.00650144,-2.98023e-08,0.999979,0.0299928,-0,0,1.41561e-07,-0.160576,-1.49012e-08,0.987023,0.0252377,-0,0,0,0,0,1
40,1765954842030,0.0241747,0.0172301,-0.00417916,0.805677,0.181801,-0.164718,-0.539167,0.0419862,-0,0,6.89179e-08,-0.00669082,-5.96047e-08,0.999978,0.0299928,-0,0,-6.33299e-08,-0.161783,1.19209e-07,0.986826,0.0252377,-0,0,0,0,0,1
41,1765954842063,0.0241747,0.0172301,-0.00417916,0.808692,0.179252,-0.16832,-0.534373,0.0419862,-0,0,1.67638e-08,-0.00676453,-2.98023e-08,0.999977,0.0299928,-0,0,1.63913e-07,-0.158064,-7.45058e-08,0.987429,0.0252377,-0,0,0,0,0,1
42,1765954842096,0.0241747,0.0172301,-0.00417916,0.813333,0.174839,-0.172185,-0.527516,0.0419862,-0,0,-4.65661e-08,-0.00684601,-7.45058e-08,0.999977,0.0299928,-0,0,-3.35276e-08,-0.155912,8.9407e-08,0.987771,0.0252377,-0,0,0,0,0,1
43,1765954842130,0.0241747,0.0172301,-0.00417916,0.815466,0.171265,-0.174655,-0.524575,0.0419862,-0,0,-3.72529e-09,-0.00689544,-7.45058e-08,0.999976,0.0299928,-0,0,2.6077e-08,-0.154999,1.49012e-07,0.987915,0.0252377,-0,0,0,0,0,1
44,1765954842163,0.0241747,0.0172301,-0.00417916,0.820656,0.165356,-0.179948,-0.516527,0.0419862,-0,0,-2.6077e-08,-0.00685011,-4.47035e-08,0.999977,0.0299928,-0,0,2.23517e-08,-0.152239,-4.47035e-08,0.988344,0.0252377,-0,0,0,0,0,1
45,1765954842197,0.0241747,0.0172301,-0.00417916,0.830256,0.158308,-0.183528,-0.501927,0.0419862,-0,0,-1.86265e-07,-0.00743976,1.2666e-07,0.999972,0.0299928,-0,0,1.56462e-07,-0.149135,-1.11759e-07,0.988817,0.0252377,-0,0,0,0,0,1
46,1765954842230,0.0241747,0.0172301,-0.00417916,0.839526,0.149508,-0.184427,-0.488701,0.0419862,-0,0,-3.91156e-08,-0.00721997,-5.96047e-08,0.999974,0.0299928,-0,0,1.49012e-08,-0.148791,5.21541e-08,0.988869,0.0252377,-0,0,0,0,0,1
47,1765954842263,0.0241747,0.0172301,-0.00417916,0.852014,0.131464,-0.188738,-0.470285,0.0419862,-0,0,-7.45058e-09,-0.00716333,-7.45058e-09,0.999974,0.0299928,-0,0,2.23517e-08,-0.141075,-5.21541e-08,0.989999,0.0252377,-0,0,0,0,0,1
48,1765954842297,0.0241747,0.0172301,-0.00417916,0.864232,0.111405,-0.194308,-0.450485,0.0419862,-0,0,-2.6077e-08,-0.00672814,-7.45058e-08,0.999977,0.0299928,-0,0,-1.49012e-08,-0.127988,1.3411e-07,0.991776,0.0252377,-0,0,0,0,0,1
49,1765954842330,0.0241747,0.0172301,-0.00417916,0.872217,0.0859322,-0.205267,-0.435566,0.0419862,-0,0,1.50874e-07,-0.00607362,-8.9407e-08,0.999982,0.0299928,-0,0,-3.1665e-08,-0.110487,1.56462e-07,0.993878,0.0252377,-0,0,0,0,0,1
50,1765954842364,0.0241747,0.0172301,-0.00417916,0.886787,0.0553688,-0.206614,-0.4097,0.0419862,-0,0,-7.26431e-08,-0.00580452,3.35276e-08,0.999983,0.0299928,-0,0,5.7742e-08,-0.0945532,-7.82311e-08,0.99552,0.0252377,-0,0,0,0,0,1
51,1765954842397,0.0241747,0.0172301,-0.00417916,0.90229,0.0167558,-0.207007,-0.377808,0.0419862,-0,0,-5.47443e-08,-0.0042848,-3.43425e-09,0.999991,0.0299928,-0,0,-8.42847e-08,-0.0739639,-1.10595e-08,0.997261,0.0252377,-0,0,0,0,0,1
52,1765954842430,0.0241747,0.0172301,-0.00417916,0.911162,-0.0314846,-0.206631,-0.3551,0.0419862,-0,0,1.30385e-08,-0.00248599,1.86265e-08,0.999997,0.0299928,-0,0,-1.25729e-08,-0.0461539,-6.70552e-08,0.998934,0.0252377,-0,0,0,0,0,1
53,1765954842464,0.0241747,0.0172301,-0.00417916,0.918081,-0.0903016,-0.203129,-0.328196,0.0419862,-0,0,-1.86265e-09,-0.00079225,7.45058e-09,1,0.0299928,-0,0,-4.84288e-08,-0.0152959,-2.23517e-08,0.999883,0.0252377,-0,0,0,0,0,1
54,1765954842497,0.0241747,0.0172301,-0.00417916,0.921213,-0.142346,-0.194929,-0.305134,0.0419862,-0,0,-2.98023e-08,0.00114655,4.47035e-08,0.999999,0.0299928,-0,0,2.98023e-08,0.0215859,0,0.999767,0.0252377,-0,0,0,0,0,1
55,1765954842530,0.0241747,0.0172301,-0.00417916,0.920387,-0.182775,-0.17984,-0.295192,0.0419862,-0,0,3.72529e-09,0.00286211,4.47035e-08,0.999996,0.0299928,-0,0,0,0.058052,-7.45058e-08,0.998314,0.0252377,-0,0,0,0,0,1
56,1765954842563,0.0241747,0.0172301,-0.00417916,0.915147,-0.220139,-0.161701,-0.296475,0.0419862,-0,0,2.6077e-08,0.00609164,-7.45058e-08,0.999981,0.0299928,-0,0,-1.49012e-08,0.113198,8.9407e-08,0.993572,0.0252377,-0,0,0,0,0,1
57,1765954842597,0.0241747,0.0172301,-0.00417916,0.908415,-0.247079,-0.142192,-0.305803,0.0419862,-0,0,-9.68575e-08,0.00866567,1.49012e-08,0.999962,0.0299928,-0,0,-3.72529e-09,0.175194,-1.04308e-07,0.984534,0.0252377,-0,0,0,0,0,1
58,1765954842630,0.0241747,0.0172301,-0.00417916,0.898972,-0.264587,-0.126443,-0.325355,0.0419862,-0,0,-2.98023e-08,0.0110866,0,0.999939,0.0299928,-0,0,3.72529e-09,0.238047,5.96047e-08,0.971254,0.0252377,-0,0,0,0,0,1
59,1765954842663,0.0241747,0.0172301,-0.00417916,0.890832,-0.27441,-0.112582,-0.344155,0.0419862,-0,0,-5.96046e-08,0.0130723,-2.98023e-08,0.999915,0.0299928,-0,0,6.70552e-08,0.29631,8.9407e-08,0.955092,0.0252377,-0,0,0,0,0,1
60,1765954842696,0.0241747,0.0172301,-0.00417916,0.885836,-0.27878,-0.108414,-0.354715,0.0419862,-0,0,7.45058e-09,0.0137989,1.19209e-07,0.999905,0.0299928,-0,0,-1.86264e-08,0.333241,-1.78814e-07,0.942841,0.0252377,-0,0,0,0,0,1
61,1765954842730,0.0241747,0.0172301,-0.00417916,0.884496,-0.281459,-0.104851,-0.357007,0.0419862,-0,0,-5.96047e-08,0.0143198,8.9407e-08,0.999897,0.0299928,-0,0,4.84288e-08,0.359851,-1.19209e-07,0.93301,0.0252377,-0,0,0,0,0,1
62,1765954842763,0.0241747,0.0172301,-0.00417916,0.881286,-0.28152,-0.101808,-0.365673,0.0419862,-0,0,1.00583e-07,0.0149855,1.49012e-07,0.999888,0.0299928,-0,0,2.6077e-08,0.382136,-1.49012e-07,0.924106,0.0252377,-0,0,0,0,0,1
63,1765954842796,0.0241747,0.0172301,-0.00417916,0.877843,-0.281081,-0.0982354,-0.375147,0.0419862,-0,0,4.47035e-08,0.0155656,2.98023e-08,0.999879,0.0299928,-0,0,9.68575e-08,0.402229,0,0.915539,0.0252377,-0,0,0,0,0,1
64,1765954842829,0.0241747,0.0172301,-0.00417916,0.877123,-0.281319,-0.0951996,-0.377428,0.0419862,-0,0,4.09782e-08,0.0158711,-8.9407e-08,0.999874,0.0299928,-0,0,-2.98023e-08,0.412413,1.78814e-07,0.910997,0.0252377,-0,0,0,0,0,1
65,1765954842863,0.0241747,0.0172301,-0.00417916,0.875886,-0.281545,-0.0930194,-0.380661,0.0419862,-0,0,-1.09896e-07,0.016087,-5.96046e-08,0.999871,0.0299928,-0,0,1.49012e-08,0.414511,0,0.910044,0.0252377,-0,0,0,0,0,1
66,1765954842896,0.0241747,0.0172301,-0.00417916,0.877154,-0.28218,-0.0908533,-0.377785,0.0419862,-0,0,1.86265e-09,0.0155569,0,0.999879,0.0299928,-0,0,7.45058e-09,0.412962,5.96046e-08,0.910748,0.0252377,-0,0,0,0,0,1
67,1765954842929,0.0241747,0.0172301,-0.00417916,0.876398,-0.282314,-0.0893338,-0.379795,0.0419862,-0,0,-7.45058e-09,0.0156463,1.19209e-07,0.999878,0.0299928,-0,0,-1.11759e-08,0.415677,-1.19209e-07,0.909512,0.0252377,-0,0,0,0,0,1
68,1765954842963,0.0241747,0.0172301,-0.00417916,0.875911,-0.282014,-0.0871424,-0.381646,0.0419862,-0,0,8.00937e-08,0.0157458,-2.98023e-08,0.999876,0.0299928,-0,0,-8.19564e-08,0.418926,2.98023e-08,0.90802,0.0252377,-0,0,0,0,0,1
69,1765954842996,0.0241747,0.0172301,-0.00417916,0.875878,-0.282007,-0.0867991,-0.381806,0.0419862,-0,0,7.45058e-08,0.0158214,-5.96046e-08,0.999875,0.0299928,-0,0,-5.58794e-08,0.419135,5.96047e-08,0.907924,0.0252377,-0,0,0,0,0,1
70,1765954843029,0.0241747,0.0172301,-0.00417916,0.875711,-0.282024,-0.0864877,-0.382246,0.0419862,-0,0,6.14673e-08,0.0157675,-2.98023e-08,0.999876,0.0299928,-0,0,-2.98023e-08,0.419155,1.78814e-07,0.907915,0.0252377,-0,0,0,0,0,1
71,1765954843062,0.0241747,0.0172301,-0.00417916,0.875061,-0.281843,-0.0853807,-0.384114,0.0419862,-0,0,1.00583e-07,0.0157807,-8.9407e-08,0.999875,0.0299928,-0,0,-1.2666e-07,0.419611,8.9407e-08,0.907704,0.0252377,-0,0,0,0,0,1
72,1765954843096,0.0241747,0.0172301,-0.00417916,0.875231,-0.281458,-0.0843099,-0.384245,0.0419862,-0,0,-4.65661e-08,0.015825,-1.19209e-07,0.999875,0.0299928,-0,0,-5.58794e-08,0.420815,1.49012e-07,0.907147,0.0252377,-0,0,0,0,0,1
73,1765954843129,0.0241747,0.0172301,-0.00417916,0.87409,-0.281479,-0.0834704,-0.387001,0.0419862,-0,0,-1.67638e-08,0.01589,-8.9407e-08,0.999874,0.0299928,-0,0,-4.47035e-08,0.422811,8.9407e-08,0.906218,0.0252377,-0,0,0,0,0,1
74,1765954843162,0.0241747,0.0172301,-0.00417916,0.877626,-0.280486,-0.0834461,-0.379654,0.0419862,-0,0,-2.42144e-08,0.0159491,5.96047e-08,0.999873,0.0299928,-0,0,8.19564e-08,0.420595,-5.96046e-08,0.907248,0.0252377,-0,0,0,0,0,1
75,1765954843196,0.0241747,0.0172301,-0.00417916,0.876224,-0.279385,-0.0810629,-0.384193,0.0419862,-0,0,-2.98023e-08,0.0162548,-5.96046e-08,0.999868,0.0299928,-0,0,0,0.42353,1.3411e-07,0.905882,0.0252377,-0,0,0,0,0,1
76,1765954843229,0.0241747,0.0172301,-0.00417916,0.876129,-0.279238,-0.0807908,-0.384573,0.0419862,-0,0,1.30385e-08,0.0162563,2.98023e-08,0.999868,0.0299928,-0,0,4.84288e-08,0.42403,-1.3411e-07,0.905648,0.0252377,-0,0,0,0,0,1
77,1765954843262,0.0241747,0.0172301,-0.00417916,0.876568,-0.279109,-0.080914,-0.383639,0.0419862,-0,0,6.14673e-08,0.016288,-5.96047e-08,0.999867,0.0299928,-0,0,7.45058e-09,0.424235,0,0.905552,0.0252377,-0,0,0,0,0,1
78,1765954843296,0.0241747,0.0172301,-0.00417916,0.8756,-0.278688,-0.0795927,-0.386423,0.0419862,-0,0,-4.47035e-08,0.0163621,-1.49012e-07,0.999866,0.0299928,-0,0,-5.58794e-08,0.424984,1.78814e-07,0.905201,0.0252377,-0,0,0,0,0,1
79,1765954843329,0.0241747,0.0172301,-0.00417916,0.875541,-0.27849,-0.0792547,-0.386769,0.0419862,-0,0,1.67638e-08,0.0163499,-2.08616e-07,0.999866,0.0299928,-0,0,-5.21541e-08,0.425331,2.5332e-07,0.905038,0.0252377,-0,0,0,0,0,1
80,1765954843362,0.0241747,0.0172301,-0.00417916,0.875362,-0.278352,-0.0788506,-0.387355,0.0419862,-0,0,1.86265e-09,0.016455,-5.96046e-08,0.999865,0.0299928,-0,0,2.23517e-08,0.42603,1.49012e-08,0.904709,0.0252377,-0,0,0,0,0,1
81,1765954843395,0.0241747,0.0172301,-0.00417916,0.875346,-0.278297,-0.0787964,-0.387443,0.0419862,-0,0,1.11759e-08,0.0164875,5.96047e-08,0.999864,0.0299928,-0,0,5.58793e-08,0.426063,-1.49012e-07,0.904693,0.0252377,-0,0,0,0,0,1
82,1765954843428,0.0241747,0.0172301,-0.00417916,0.875459,-0.278181,-0.0786753,-0.387294,0.0419862,-0,0,7.26432e-08,0.0164211,-1.49012e-07,0.999865,0.0299928,-0,0,3.72529e-09,0.426263,1.63913e-07,0.904599,0.0252377,-0,0,0,0,0,1
83,1765954843462,0.0241747,0.0172301,-0.00417916,0.875336,-0.278053,-0.0783274,-0.387736,0.0419862,-0,0,-1.11759e-08,0.016334,8.9407e-08,0.999867,0.0299928,-0,0,2.6077e-08,0.42646,-1.04308e-07,0.904506,0.0252377,-0,0,0,0,0,1
84,1765954843495,0.0241747,0.0172301,-0.00417916,0.874755,-0.277385,-0.0783705,-0.389512,0.0419862,-0,0,-4.47035e-08,0.0166568,5.96047e-08,0.999861,0.0299928,-0,0,-2.98023e-08,0.430804,-8.9407e-08,0.902445,0.0252377,-0,0,0,0,0,1
85,1765954843528,0.0241747,0.0172301,-0.00417916,0.873913,-0.278008,-0.0776038,-0.391109,0.0419862,-0,0,-2.42144e-08,0.0165184,-2.68221e-07,0.999864,0.0299928,-0,0,-4.47035e-08,0.428038,1.78814e-07,0.903761,0.0252377,-0,0,0,0,0,1
86,1765954843561,0.0241747,0.0172301,-0.00417916,0.875331,-0.277743,-0.0780255,-0.388029,0.0419862,-0,0,7.82311e-08,0.0164155,5.96046e-08,0.999865,0.0299928,-0,0,-2.98023e-08,0.425811,-8.9407e-08,0.904812,0.0252377,-0,0,0,0,0,1
87,1765954843595,0.0241747,0.0172301,-0.00417916,0.874075,-0.277747,-0.0776822,-0.390915,0.0419862,-0,0,-4.84288e-08,0.0168402,-1.19209e-07,0.999858,0.0299928,-0,0,1.86265e-08,0.427344,2.23517e-07,0.904089,0.0252377,-0,0,0,0,0,1
88,1765954843628,0.0241747,0.0172301,-0.00417916,0.873584,-0.277304,-0.0777401,-0.392312,0.0419862,-0,0,-5.21541e-08,0.0166864,1.19209e-07,0.999861,0.0299928,-0,0,7.07805e-08,0.431758,-1.04308e-07,0.901989,0.0252377,-0,0,0,0,0,1
89,1765954843661,0.0241747,0.0172301,-0.00417916,0.873552,-0.277254,-0.0776111,-0.392445,0.0419862,-0,0,5.21541e-08,0.0166416,0,0.999862,0.0299928,-0,0,-4.09782e-08,0.431689,0,0.902023,0.0252377,-0,0,0,0,0,1
90,1765954843695,0.0241747,0.0172301,-0.00417916,0.873507,-0.277183,-0.0775407,-0.392609,0.0419862,-0,0,4.09782e-08,0.0167337,0,0.99986,0.0299928,-0,0,-1.11759e-08,0.431729,-5.96047e-08,0.902004,0.0252377,-0,0,0,0,0,1
91,1765954843728,0.0241747,0.0172301,-0.00417916,0.873495,-0.277083,-0.0774321,-0.392729,0.0419862,-0,0,-5.02914e-08,0.0166794,8.9407e-08,0.999861,0.0299928,-0,0,5.40167e-08,0.431676,-1.04308e-07,0.902029,0.0252377,-0,0,0,0,0,1
92,1765954843761,0.0241747,0.0172301,-0.00417916,0.87355,-0.277081,-0.0774765,-0.392599,0.0419862,-0,0,-6.33299e-08,0.0166752,-2.98023e-08,0.999861,0.0299928,-0,0,8.56817e-08,0.431613,-1.19209e-07,0.902059,0.0252377,-0,0,0,0,0,1
